code,Name,News_size,Market_cap,Shares_outstanding,P,N,None,Negtive,Slightly Negtive,Neutral,Slightly Positive,Positive
1109,HsingTa,11,"7,198.19","341,957,868",5,5,1266,8,1,1,1,
1464,De Licacy,11,"5,903.07","384,565,652",8,3,1265,9,2,,,
3465,NAE,10,"5,740.62","32,160,335",6,4,1266,7,2,,,1
3693,AIC,10,"2,444.16","38,490,694",8,1,1267,9,,,,1
6756,VLI,10,"31,657.50","67,500,000",7,0,361,10,,,,
6425,EFC,10,"1,203.42","43,602,000",9,0,1266,9,,1,,
9105,CCET,10,-,"4,956,632,333",4,5,1267,9,,,,1
9906,HSIN BA BA,10,"4,192.15","83,343,981",5,5,1266,8,1,,,1
8068,Chander,10,"1,929.35","68,659,992",9,1,1266,10,,,,
8107,KENMOS,10,"1,312.50","75,000,000",6,4,1266,7,1,,,2
1418,TONG-HWA,10,505.8072,"56,834,309",2,8,1266,9,,,1,
2905,MERCURIES,10,"21,051.45","909,350,956",4,5,1267,4,5,,1,
5283,Heran,10,"8,541","73,000,425",7,0,1269,8,1,,1,
3623,TTI,10,469.893731,"29,185,946",4,6,1266,8,2,,,
3128,HI SHARP,10,913.5,"42,000,000",5,4,1267,8,,,,2
8222,Aero Win,10,973.7366,"68,573,500",9,1,1266,5,1,1,1,2
1459,LAN FA,10,"4,393.19","358,628,907",5,4,1267,8,1,,,1
1514,AEC,10,"5,411.33","228,326,672",7,1,1268,8,,,,2
3056,ZongTai,10,"8,178.65","210,790,708",6,2,1268,7,3,,,
2923,Sino Horizon,10,"49,511.42","1,740,296,982",9,1,1266,7,1,,1,1
2538,KeeTai,10,"5,743.67","438,448,764",10,0,1266,7,2,,,1
2024,CHIH LIEN,10,"1,759.88","97,500,000",2,8,1266,8,2,,,
1805,BLG,10,"1,099.63","100,265,400",9,1,1266,8,2,,,
6294,Tekom,10,"3,145.31","24,572,741",9,0,1267,3,2,,2,3
2743,Richmond,10,751.143365,"32,031,700",5,5,1265,4,1,2,3,
3205,SLS,10,888.1383,"32,772,631",7,0,1269,7,2,,1,
5328,HJC,10,"2,659.75","172,710,724",3,7,1266,7,2,,,1
6217,C.C.P.,10,"4,023.24","65,879,935",5,3,1268,8,1,,1,
5364,LEALEA HOT,10,555.361345,"28,849,940",4,6,1266,7,1,,1,1
6179,ATE ENERGY,10,"2,639.99","88,146,731",9,0,1267,10,,,,
1227,S.F.C,10,"47,401.61","915,089,591",4,5,1267,6,2,,2,
2020,MAYER PIPE,10,"6,753.66","222,526,100",3,7,1266,9,1,,,
1225,FOPCO,10,"11,328.82","218,703,051",3,7,1266,8,1,,1,
4121,ROSSMAX,10,"1,622.80","84,139,061",2,6,1268,8,1,,,1
5258,Castles,10,"3,133.97","89,542,579",4,4,1268,9,,,,1
8374,ACE PILLAR,10,"2,699.81","112,250,487",6,3,1267,9,1,,,
6144,DMT,9,551.141294,"38,273,701",6,3,1267,4,4,,,1
8404,PAIHO SHIH,9,"11,803.42","315,178,126",7,2,1267,9,,,,
1307,SAN FANG,9,"8,592.87","397,818,126",3,5,1268,7,1,1,,
1442,ADVANCETEK,9,"9,191.90","366,211,358",6,3,1267,5,1,,3,
1735,EMC,9,"1,779.05","99,388,000",5,4,1267,5,3,,,1
6515,WinWay,9,"11,231.88","33,882,000",6,3,382,9,,,,
2607,EITC,9,"28,866.16","1,067,141,094",8,1,1267,4,2,,2,1
8481,Transart,9,"4,662.07","66,601,866",6,2,1267,8,,,1,
9924,FUHSING,9,"7,622.88","188,452,170",6,2,1268,6,1,2,,
3501,Well Shin,9,"5,694.07","118,257,927",9,0,1267,7,1,,,1
5498,KEY WARE,9,"2,810.72","189,913,346",6,1,1269,8,,,1,
2107,FRG,9,"7,719.45","342,326,000",5,4,1267,8,1,,,
8429,Jinli,9,"2,684.04","185,747,151",5,3,1268,4,1,1,2,1
1817,SANITA,9,"2,533.74","72,600,000",5,4,1267,7,2,,,
4111,CHI SHENG,9,"1,267.87","56,982,985",7,2,1267,5,2,,,2
1813,Polylite,9,830.112078,"46,635,510",7,2,1267,7,1,,1,
2608,Kerry TJ,9,"20,244.45","467,000,498",6,3,1267,7,,,1,1
5519,LD,9,"4,438.74","219,197,180",9,0,1267,8,1,,,
4536,TOPKEY,9,"11,761.19","90,820,000",8,1,1267,6,1,,1,1
6703,SHINY,9,"1,807.52","20,800,000",7,0,647,9,,,,
3363,FOCI,9,"2,944.92","87,127,873",5,4,1267,9,,,,
1538,JF,9,246.215,"26,410,551",2,7,1267,8,1,,,
3390,SUNFLEX,9,"1,194.84","67,505,059",6,3,1267,8,1,,,
3010,WAH LEE,9,"20,061.45","236,017,941",8,1,1267,9,,,,
6560,APPROPHO,9,"1,805.02","20,699,772",6,3,1266,5,2,,,2
6158,P-TWO,9,"1,732.83","53,647,988",4,2,1270,9,,,,
2539,SAKURAD,9,"20,065.39","638,519,723",8,1,1267,8,1,,,
5209,ACS,9,"1,781.92","27,299,000",8,1,1267,6,2,,1,
6210,KINTECH,9,"1,421.20","35,048,000",6,2,1268,3,5,1,,
1323,YONYU,9,"3,221.97","91,274,554",8,1,1267,8,,,,1
4155,OK BIOTECH,9,"2,197.70","94,933,651",7,0,1269,3,3,,1,2
1414,TUNG HO,9,"3,861","220,000,000",3,4,1269,7,1,,,1
1236,Hunya,9,"1,527.62","108,342,510",5,2,1269,8,,,1,
3354,MICROCOSM,9,"1,177.89","70,112,426",3,4,1269,9,,,,
6715,Lintes,9,"6,840","57,000,000",7,1,625,9,,,,
1521,DAIOKU,9,"3,285.51","76,230,000",6,3,1267,5,2,1,1,
3272,GW,9,"2,132.69","54,614,302",7,2,1267,7,2,,,
2754,KURA SUSHI TW,9,"3,520.82","45,840,000",7,1,479,4,2,1,2,
4429,G-FUN,9,"1,415.22","34,350,000",6,1,1269,5,2,,,2
3284,TOP,9,889.607091,"68,961,790",8,1,1267,6,1,,1,1
8101,Arima Comm.,9,509.8156,"208,088,795",3,5,1268,6,2,,1,
1104,UCC,8,"13,464.35","653,609,192",5,3,1268,7,1,,,
8467,BONNY,8,"1,971.45","49,534,000",5,2,1269,6,1,,,1
4161,BIOPTIK,8,"1,392.85","52,659,736",2,6,1268,5,2,,,1
4129,UOC,8,"2,296.48","78,111,600",8,0,1268,5,,,1,2
2065,SF,8,"2,372.30","50,337,485",7,1,1268,7,1,,,
8077,GWH,8,"1,234.44","109,728,343",7,0,1269,4,2,,,2
3029,ZERO ONE,8,"5,827.87","126,418,212",6,2,1268,7,1,,,
5604,CLTC,8,"8,354.53","108,782,968",3,5,1268,4,3,,1,
6494,Nyquest,8,"4,560.38","31,559,690",3,4,1268,5,1,,1,1
3027,BILLION,8,"2,421.97","98,856,311",4,3,1269,7,1,,,
3607,Coxon,8,"1,624.19","121,662,239",8,0,1268,7,1,,,
4933,UBRIGHT,8,"2,617.93","79,801,675",7,1,1268,7,,,,1
2485,ZINWELL,8,"6,258.47","317,689,037",3,4,1269,6,,,,2
4430,YAO I,8,"1,322.43","56,273,609",6,2,1268,7,1,,,
6187,ALL RING,8,"9,082.31","83,323,902",7,0,1269,6,,,1,1
2007,YH,8,"11,860.05","530,651,613",6,2,1268,6,1,,,1
4541,Magnate,8,"1,576.18","67,647,068",6,2,1268,4,1,,2,1
3666,OTI,8,"1,627.62","58,613,600",7,1,1268,7,,,,1
5864,CIS,8,"3,738.34","251,739,848",5,3,1268,6,1,,1,
2462,LINETEK,8,"3,526.26","141,934,596",7,1,1268,7,,,1,
4931,STL,8,"1,244.26","62,954,261",5,2,1269,8,,,,
6457,HYCON,8,"5,542.73","29,854,792",8,0,1268,6,1,,1,
5312,FORMOSA,8,"3,477.47","60,059,898",5,2,1269,6,1,,,1
8291,SMT,8,328.34528,"47,312,000",6,2,1268,6,,,,2
8289,Taitien,8,"2,159.35","68,333,765",5,1,1270,5,,,2,1
4144,-,8,-,-,6,2,1108,6,1,,,1
3040,G.V.,8,"2,438.10","63,000,000",6,2,1268,6,1,,,1
8482,SGH-KY,8,"7,874.66","110,444,000",4,3,690,6,1,,1,
8147,NEXTRON,8,"1,456.35","30,627,656",7,1,1268,8,,,,
4741,Jetbest,8,855.523263,"32,841,584",5,3,1268,5,2,,,1
2115,LU HAI,8,"3,976.12","99,403,013",7,1,1268,6,1,,,1
9929,CHOICE,8,969.2496,"101,280,000",4,4,1268,6,,,1,1
4764,DBC,8,"4,801.65","80,700,058",8,0,1137,7,1,,,
6642,FUZETEC,8,"2,569.36","37,399,662",5,2,890,8,,,,
1449,Chia Her,8,"1,234.10","88,082,500",5,2,1269,7,1,,,
1781,H&L,8,677.928752,"47,407,605",5,3,1268,7,1,,,
8488,JYPKG,8,"1,073.25","67,500,000",3,3,1096,7,,,,1
2832,TFMI,8,"7,225.89","362,200,400",5,3,1267,7,,,,1
2527,Hung Ching,8,"8,082.15","270,306,000",6,2,1268,6,,,2,
8433,BON FAME,8,"2,104.10","52,081,600",5,2,1269,3,,1,3,1
4510,KAFO,7,"1,204.32","108,010,689",4,2,1270,5,1,,,1
8444,Green Rive,7,"9,649.94","89,766,845",5,1,1270,6,,,,1
4557,Yusin,7,"2,539.75","41,971,840",5,2,1269,3,2,,,2
1568,T.Y.,7,"2,278.20","103,086,559",3,1,1272,4,3,,,
2390,EVERSPRING,7,"4,687.06","214,021,602",2,5,1269,7,,,,
6129,PTC,7,"5,564.02","180,943,675",4,2,1270,7,,,,
1233,Ten Ren,7,"3,043.86","90,591,948",7,0,1269,4,,,,3
5601,TACT,7,"2,005.56","64,800,000",1,6,1269,4,1,,1,1
8103,CviLux,7,"3,781.85","78,953,413",6,1,1269,7,,,,
2486,I-CHIUN,7,"13,028.93","221,958,579",5,2,1269,7,,,,
9951,MACAUTO,7,"6,089.37","74,900,000",4,1,1271,3,4,,,
1437,GTM,7,"5,084.28","203,371,284",0,6,1270,3,3,,1,
8411,KINGCAN,7,"2,666.05","175,398,185",5,1,1270,6,,,,1
1473,TAINAN,7,"2,678.18","147,153,534",6,1,1269,7,,,,
6174,AKER,7,"1,425","50,000,000",5,1,1270,7,,,,
6134,WSC,7,"1,110.47","72,579,898",4,3,1269,7,,,,
2302,RECTRON,7,"2,777.24","166,302,881",6,1,1269,4,1,,1,1
6142,CAMEO,7,"3,077.70","330,779,215",3,3,1270,7,,,,
2457,PHIHONG,7,"12,426.92","337,688,416",2,3,1271,4,2,,,1
4141,Rotam,7,"3,483.07","176,708,230",3,3,1270,7,,,,
6164,LEDTECH,7,"1,415","100,000,239",3,4,1269,7,,,,
00677U,-,7,-,-,2,5,1088,5,2,,,
5225,EASTECH,7,"1,200.72","61,418,000",4,2,1270,6,1,,,
2493,AMPOC,7,"4,382.94","114,437,390",7,0,1269,4,2,1,,
6276,Antec,7,755.76,"31,490,000",5,2,1269,6,1,,,
6697,ITTS,7,"1,069.71","27,323,364",6,0,662,6,,,,1
1612,HONG TAI,7,"8,360.32","316,080,063",5,1,1270,7,,,,
8054,Alcor Micro,7,"3,982.40","70,484,886",4,3,1269,6,,,,1
8443,ASO,7,784.9,"66,800,000",3,4,1269,2,3,,2,
8390,JYD,7,"4,053.39","119,922,660",3,2,1271,4,2,,,1
8059,CTI,7,"2,140.81","188,618,000",3,4,1269,7,,,,
1203,VE WONG,7,"7,824","240,000,000",6,1,1269,7,,,,
4502,RT,7,"2,179.74","50,750,686",4,3,1269,5,1,,,1
4568,KOGE,7,"2,073.94","30,276,500",6,1,886,6,1,,,
4533,SEYI,7,"1,790.31","158,434,110",3,3,1270,7,,,,
2066,SUMEEKO,7,"1,872.60","36,502,870",5,1,1270,7,,,,
3537,PODAK,7,"1,839.95","53,564,742",5,2,1269,6,,,1,
6594,Alcorlink Corp.,7,"1,018.35","29,179,128",3,4,1009,4,,,2,1
3588,LD,7,"7,057.34","52,864,620",5,2,1269,6,,,1,
1321,opc,7,"7,509.89","227,228,268",5,1,1270,5,2,,,
6263,Planet,7,"4,193.81","62,500,964",6,1,1269,4,3,,,
3357,TAI-TECH,7,"13,149.59","103,134,000",4,3,1268,5,,,,2
9902,TIDEHOLD,7,"1,299.15","98,049,600",6,1,1269,5,2,,,
3287,Kworld,7,762.88788,"43,970,483",2,5,1269,6,1,,,
3518,PT TECH.,7,"1,925.94","80,752,230",7,0,1269,5,2,,,
1714,HO TUNG,7,"10,574.97","1,016,824,808",3,4,1269,5,,,1,1
4545,MAP,7,"2,067.45","77,000,000",5,2,1269,3,2,,1,1
3025,LOOP,7,"1,659.53","70,920,550",5,1,1270,6,1,,,
6674,CBN,7,"1,965.57","66,970,391",5,2,840,7,,,,
3672,CTS,7,769.600744,"32,268,375",3,3,1270,5,1,1,,
1721,SUNKO,7,"3,231.81","188,995,242",6,1,1269,4,2,,,1
3313,FCE,7,"1,116.11","98,770,776",6,1,1269,5,,,,2
5381,UNIPLUS,7,"1,145.80","180,156,837",3,4,1269,6,1,,,
2070,Ching Chan,7,"1,161.15","35,782,800",4,2,1269,7,,,,
1524,GORDON,7,"1,653.10","165,310,397",5,2,1269,6,1,,,
8071,ABICO,7,676.698393,"51,854,283",3,2,1271,7,,,,
2033,CHIA TA,7,"1,315.31","80,694,536",3,4,1269,7,,,,
1532,CMP,7,"12,035.90","376,122,112",6,0,1270,5,,1,,1
6527,Crystalvue,6,"1,156.75","24,276,000",2,3,1270,4,2,,,
6207,LASERTEK,6,"2,507.82","83,873,589",4,2,1270,3,2,,1,
2755,YoungQin,6,"1,116","20,000,000",6,0,461,1,2,,2,1
8906,Forward,6,493.541865,"34,037,370",3,3,1270,6,,,,
3071,ADDA,6,"2,497","110,000,000",4,2,1270,4,1,,1,
8936,KTI,6,"5,321.28","248,078,157",5,0,1271,6,,,,
3229,CHEER TIME,6,414.00045,"93,515,881",3,3,1270,4,1,,1,
3339,TEKCORE,6,907.880435,"43,281,649",3,3,1270,4,1,,,1
3064,Astro,6,395.72869,"26,738,425",2,4,1270,4,2,,,
8064,CONTREL,6,"3,255.15","164,817,836",4,1,1271,3,2,,,1
6289,AOC,6,214.86948,"104,778,136",2,4,1270,5,,,1,
8495,-,6,-,-,0,0,0,3,3,,,
4564,MOSA,6,"8,042.67","182,788,303",5,0,1071,6,,,,
4402,FU TA,6,299.866732,"45,991,830",3,2,1271,4,1,,,1
5468,TMTECH,6,506.376944,"27,822,909",2,4,1270,4,2,,,
1584,STC,6,"2,400.42","122,470,533",2,4,1270,6,,,,
5310,CGS,6,917.337565,"64,601,237",4,2,1270,5,,,,1
6590,Provision,6,"1,018.82","18,291,250",6,0,1158,5,1,,,
2443,LEAD DATA,6,437.061,"145,687,000",3,2,1271,6,,,,
3372,TICP,6,"3,872.25","172,100,000",3,3,1270,5,1,,,
1512,JL,6,672.6674,"236,702,494",3,2,1271,5,,,1,
6556,Topview,6,"1,299.50","28,750,000",3,2,1270,4,2,,,
8249,CSI,6,"3,443.19","127,055,000",4,2,1270,6,,,,
2516,New Asia,6,"1,280.73","226,278,457",5,1,1270,6,,,,
1474,HONMYUE,6,"1,980.91","129,896,969",2,2,1272,6,,,,
1617,JSW,6,"2,401.48","144,233,235",3,2,1271,6,,,,
3171,XIN CHIO,6,"1,394.10","66,703,515",3,2,1270,5,,,,1
6470,U-MEDIA,6,"1,446.71","32,694,100",6,0,1269,6,,,,
3219,SQ,6,"6,958.11","70,283,968",3,3,1270,6,,,,
1471,SL,6,"1,025.17","150,414,536",5,1,1270,5,1,,,
3030,TRI,6,"13,204.47","236,216,000",4,1,1271,3,1,,1,1
3092,HOTRON,6,"5,436.28","92,318,112",6,0,1270,4,1,,,1
1466,Acelon,6,"1,695.14","111,157,320",3,0,1273,5,1,,,
1531,KAULIN,6,"2,689.86","183,608,080",5,1,1270,6,,,,
5215,KO JA,6,"4,722.34","64,337,500",3,3,1270,6,,,,
4722,QPC,6,"4,110.37","100,009,159",3,3,1270,4,1,,,1
5220,HIGGSTEC,6,"1,461.73","39,667,000",6,0,1269,6,,,,
3712,FIT,6,"8,199.86","246,242,146",5,0,660,6,,,,
4416,SHANYUAN,6,"6,797.97","60,393,061",4,2,1270,6,,,,
5521,KSECO,6,"4,223.76","492,280,155",4,2,1270,6,,,,
8427,KEYSHEEN,6,"5,515.41","104,261,000",2,3,1271,3,,1,1,1
3325,Casing,6,"1,345.69","84,634,579",3,2,1271,5,,,1,
2611,TSI,6,"3,728.49","171,820,247",5,1,1270,5,1,,,
1777,SYN-TECH,6,"2,062.09","30,059,550",3,3,1270,6,,,,
8201,BESTA,6,"1,082.05","62,366,275",3,3,1270,5,1,,,
1776,Headway,6,"1,624.74","70,335,299",5,1,1270,3,,1,1,1
2305,MII,6,"1,692.58","205,660,827",5,0,1271,4,,,,2
9955,SDTI,6,"1,837.10","103,208,229",3,2,1271,3,1,,,2
1436,HUA YU LIE,6,"4,819.95","95,634,000",6,0,1270,6,,,,
2936,COASTER,6,"1,977.43","76,055,696",6,0,1152,5,1,,,
4729,MILDEX,6,"1,200.92","102,206,000",6,0,1270,5,1,,,
6205,COXOC,5,"2,870.36","72,029,022",2,1,1273,4,,,1,
3597,AVI,5,"1,084.35","39,146,150",5,0,1270,3,1,,,1
5474,YUAN,5,"4,741.82","40,355,944",4,1,1271,4,,,1,
1342,CCI Yilan,5,"3,527.94","67,845,363",5,0,415,5,,,,
8284,MITAKE,5,"2,094.66","46,342,000",4,1,1270,5,,,,
6733,BioGend,5,"2,422.29","101,630,000",4,1,490,4,1,,,
2211,EGST,5,"20,537.07","419,981,963",5,0,348,3,1,,,1
6525,GEM,5,"12,853.08","129,047,384",4,1,1267,4,,,,1
8416,SWTC,5,"3,300.65","28,210,710",5,0,1271,4,1,,,
861,-,5,-,-,5,0,392,4,,,1,
1810,HCG,5,"5,270.41","369,853,610",3,2,1271,5,,,,
6198,AVERLOGIC,5,834.112648,"22,635,350",2,3,1271,5,,,,
6247,JAZZ SPEAKERS,5,603.21,"60,321,000",3,2,1271,5,,,,
6115,I-SHENG,5,"7,975.64","187,662,154",2,2,1272,2,1,,,2
4905,TAINET,5,"1,658.13","30,029,044",3,2,1271,5,,,,
6570,APLEX,5,"1,016.91","30,086,177",4,1,1270,4,1,,,
6680,SINTRONES,5,951.615,"18,550,000",4,0,762,4,,,,1
6126,SINGATRON,5,"3,247.09","126,839,587",3,2,1271,5,,,,
3508,Ways,5,"3,176.98","102,141,737",4,1,1271,5,,,,
6712,Ever Supreme,5,"14,111.82","61,608,500",4,1,642,4,1,,,
6194,YUFO,5,"1,524","60,000,000",2,0,1274,4,,,,1
4745,CMH,5,"1,909.13","77,449,547",3,2,1271,3,1,,,1
3541,CYP,5,"3,350.44","56,787,142",5,0,1271,4,1,,,
4755,SAN FU,5,"6,999.07","100,706,000",4,1,1271,4,,,1,
5383,KENLY,5,"2,183.51","79,400,399",2,3,1271,4,1,,,
3498,USUN,5,"2,205.69","63,473,008",2,3,1271,5,,,,
3259,3S,5,"2,367.60","64,687,642",2,3,1271,4,1,,,
8929,FBIC,5,"1,095.08","50,580,862",4,1,1271,4,,,,1
6651,CYSTEK,5,"3,675.40","32,963,222",4,1,904,4,1,,,
5315,U.R.T.,5,"1,669.72","106,351,832",5,0,1271,3,,,1,1
4767,CHETAY,5,859.20025,"31,415,000",5,0,903,5,,,,
4163,INTAI,5,"4,109.49","48,290,143",4,1,1271,4,,,1,
2850,SK Insuran,5,"14,565.89","315,963,300",4,1,1271,3,1,,,1
4930,Star  Comgistic,5,"3,062.04","134,300,000",2,2,1272,5,,,,
8455,Daito ME,5,451.421102,"25,219,056",5,0,1270,4,,,,1
6291,AIC,5,"2,305.50","53,000,000",0,5,1271,4,1,,,
5455,SY,5,"1,922.48","65,501,813",3,2,1271,3,2,,,
3213,Mildef,5,"3,456.58","58,685,547",4,1,1271,4,,,,1
3073,Teamphon,5,434.328722,"27,099,556",1,4,1271,5,,,,
3047,EDIMAX,5,"2,045.20","189,370,233",5,0,1271,4,,1,,
3523,EFUN,5,690.433526,"61,829,868",5,0,1271,4,1,,,
3360,SUNNIC,5,975.640167,"68,707,054",5,0,1271,4,1,,,
6762,Delta Asia,5,"5,749.57","21,574,368",3,2,365,4,,,,1
7556,YEEDEX,5,"2,599.25","22,027,580",5,0,388,5,,,,
9905,GCM,5,"7,869","305,000,000",2,3,1271,5,,,,
6496,Excelsior,5,"1,372.01","46,667,000",3,2,1270,5,,,,
2059,king slide,5,"40,691.82","95,297,072",4,0,1272,4,,,1,
1537,KUNG LONG,5,"11,571.31","82,066,394",4,1,1271,4,1,,,
3276,tht,5,"1,219.97","69,712,666",2,2,1272,4,1,,,
6640,GMM,5,"2,499.64","28,276,500",5,0,938,5,,,,
4109,Murad,5,"1,187.30","88,936,681",2,3,1271,5,,,,
1709,FUCC,5,"9,731.13","477,016,272",3,2,1271,5,,,,
6124,YCTC,5,"4,999.95","182,479,945",2,1,1272,2,,,2,1
5878,TABC,5,"1,176.14","25,024,303",5,0,1271,4,,,,1
3266,SUNTY,5,"4,544.85","352,314,309",3,2,1271,4,1,,,
6172,Billionton,5,694.5,"30,000,000",4,1,1271,5,,,,
2543,HWANG CHAN,5,"1,823.87","237,483,788",3,2,1271,5,,,,
3057,Promise,5,"1,170.91","89,328,808",4,1,1271,4,,,1,
6781,AES-KY,5,"104,637.05","85,418,780",3,2,63,5,,,,
6192,LUMAX,5,"7,596.25","106,839,745",1,4,1271,5,,,,
1713,CCW,5,"3,577.54","150,951,700",3,2,1271,4,1,,,
2706,FIRST HOTE,5,"7,224.97","499,998,346",2,3,1271,4,,,,1
4572,DPI,5,"3,508.40","35,800,000",4,1,727,3,,,1,1
2480,STARK,5,"7,519.65","106,360,291",4,1,1271,4,1,,,
2380,AVISION,5,"1,665.05","189,444,084",1,4,1271,3,,,,2
1445,UNIVERSAL,5,"1,881.59","130,666,034",2,3,1271,4,1,,,
6593,TNP,5,566.802318,"20,170,901",3,2,1150,4,,,,1
3689,UDE,5,"3,400.18","69,675,807",3,2,1271,4,1,,,
876,-,5,-,-,5,0,243,4,1,,,
2427,MDS,5,"1,916.87","184,314,463",4,1,1271,4,1,,,
4908,APAC,4,"2,401.26","78,216,907",1,3,1272,4,,,,
1340,VICTORY,4,"1,598.03","152,922,855",2,2,1272,3,,,1,
9930,CHC,4,"11,196.73","248,540,368",3,0,1273,3,1,,,
3094,DAVICOM,4,"2,733.61","84,632,089",3,1,1272,4,,,,
3629,Gravity,4,"1,745.37","32,202,455",3,1,1272,2,1,,,1
2491,FOCL,4,"1,732.68","82,008,000",1,3,1272,2,2,,,
6246,TTFIC,4,619.724058,"37,109,225",1,3,1272,4,,,,
5014,Chain Chon,4,"3,496.79","165,333,054",2,2,1272,4,,,,
6152,PRIME,4,"1,501.26","167,738,463",3,1,1272,2,,,1,1
6103,AVID,4,634.967832,"89,432,089",1,3,1272,2,1,,,1
2630,AACL,4,"2,549.81","144,465,701",3,1,1053,2,,,1,1
6743,AMPACS,4,"11,175","150,000,000",3,0,376,3,1,,,
1712,SINON,4,"10,238.98","420,492,585",4,0,1272,4,,,,
3093,TKK,4,"2,823.28","36,288,894",3,1,1272,4,,,,
3685,TAC,4,"2,539.68","79,990,000",3,0,1273,2,,2,,
6101,KIC,4,"2,287.70","116,422,371",4,0,1272,3,1,,,
1593,CHI HUA,4,"3,310.63","35,219,456",3,1,1272,2,1,,1,
3188,GLTD,4,"1,924.72","120,295,120",1,3,1272,3,1,,,
3701,FICG,4,"8,841.48","190,344,554",0,3,1273,3,1,,,
6236,CTB,4,680.561839,"31,654,039",3,1,1272,3,,1,,
1337,Asia Plastic,4,"1,966.05","268,954,729",1,2,1273,2,1,,,1
3294,Megaforce,4,"2,712.93","132,015,919",3,1,1272,4,,,,
1516,FALCON,4,747.5798,"35,684,174",1,3,1272,3,1,,,
3164,GenMont,4,"2,068.59","86,371,364",1,2,1273,4,,,,
5251,JSW,4,498.16734,"35,839,377",3,0,1273,1,2,,,1
5902,Tait,4,"2,428.65","94,500,000",4,0,1272,1,,,,3
5288,Eurocharm,4,"10,235.94","65,826,153",3,0,1273,3,1,,,
4807,RGH,4,"1,028.74","38,386,000",3,0,1110,3,,,,1
6233,PROLIFIC,4,"3,041.10","79,609,896",1,2,1273,4,,,,
3617,CyberPower,4,"6,111.80","80,951,000",3,0,1273,3,,,,1
8401,BAI SHA,4,831.577268,"60,041,680",2,2,1272,4,,,,
9944,Shinih,4,"2,422.18","109,107,100",2,1,1273,2,1,,,1
5489,DYNACOLOR,4,"3,748.79","102,706,441",1,3,1272,4,,,,
5465,LFE,4,"2,403.95","164,091,811",2,2,1272,4,,,,
6242,LI KANG,4,882.45,"22,200,000",3,1,1272,2,1,,,1
8921,SHEN,4,719.848857,"46,592,159",3,1,1272,4,,,,
4113,WE&WIN,4,"2,955.93","211,138,137",4,0,1272,3,,,,1
6222,Slim AGE,4,598.685951,"40,588,878",2,2,1272,2,1,,1,
1529,Klingon Ae,4,"2,155.08","135,967,982",2,2,1272,3,1,,,
6266,TOP UNION,4,"1,980.66","102,359,847",4,0,1272,4,,,,
6259,BULLWILL,4,421.796003,"15,507,206",2,2,1272,3,,,,1
2221,YHMCO,4,"1,432.70","42,325,000",3,1,1272,4,,,,
3078,CWT,4,"9,220.71","227,391,064",3,1,1272,4,,,,
9928,CTV,4,922.43088,"150,724,583",0,4,1272,3,,,1,
3232,SIC,4,"1,071.44","36,567,865",4,0,1272,2,,,1,1
6404,CCMG,4,276.5232,"14,368,000",1,3,1272,2,1,,1,
6529,-,4,-,-,0,0,0,3,1,,,
4716,DAILY,4,"1,089.99","75,171,561",3,0,1273,1,2,,,1
2910,TONLIN,4,"7,180.14","208,725,000",4,0,1272,3,1,,,
3322,JEM,4,"1,565.75","96,651,520",3,1,1272,3,,,,1
3038,EDT,4,"2,988.29","162,407,603",4,0,1272,2,,,1,1
2460,GEM,4,"3,976.20","169,200,000",4,0,1272,3,1,,,
6208,Htc,4,"4,979.97","117,127,626",3,0,1273,4,,,,
5230,Ledlink,4,"1,345.28","46,955,824",3,1,1272,4,,,,
00672L,-,4,-,-,1,3,1004,4,,,,
1526,SUNRACE,4,"2,772","60,000,000",2,1,1273,4,,,,
2495,Infortrend,4,"3,925.46","273,551,538",3,1,1272,3,,,1,
3555,IROC,4,"1,223.73","25,762,797",1,2,1273,2,1,,,1
4702,ALLIED,4,"1,077.76","72,333,200",0,4,1272,4,,,,
8121,ACME,4,"8,692.20","182,993,743",0,3,1273,4,,,,
3484,SOLTEAM,4,"4,797.88","69,736,557",3,1,1272,3,,,1,
4154,Kino,4,"1,975.32","35,720,000",3,1,1272,1,1,,1,1
3032,COMPUCASE,4,"3,212.16","113,285,626",4,0,1272,4,,,,
6167,POWERTIP,4,"1,527.67","162,173,221",4,0,1271,3,,,1,
4999,Sinher,4,"3,140.40","74,417,200",1,3,1272,3,1,,,
5355,PSC,4,"1,122.99","166,122,792",1,3,1272,3,1,,,
6727,AMI,4,"1,491.01","21,000,125",4,0,502,3,,,1,
5525,SWEETEN,4,"7,382.09","264,591,266",2,1,1273,3,1,,,
3710,ACON-HOLDI,4,"1,617.83","212,035,972",3,1,1272,3,1,,,
4549,FineTek,4,"3,811.75","44,477,869",3,0,1273,3,,,,1
1220,TAIROUN,4,"2,771.26","177,077,944",1,1,1274,4,,,,
2613,CCTC,4,"3,873.84","148,423,458",1,3,1272,3,1,,,
3162,UAT,4,"5,317.75","76,531,342",2,2,1272,2,1,,,1
1446,HONG HO,4,"4,296.52","137,709,513",2,2,1272,2,2,,,
3536,STI,4,718.764,"106,800,000",1,3,1272,3,1,,,
3631,CHERNAN,4,"4,009.22","81,820,909",2,1,1273,4,,,,
3122,Megawin,4,"1,779.03","38,299,934",3,1,1272,3,,,,1
3147,JETWELL,4,"2,223.35","39,006,099",4,0,1271,3,,,,1
5314,Myson,4,300.6,"60,000,000",1,2,1273,2,,,,2
