code,Name,News_size,Market_cap,Shares_outstanding,P,N,None,Negtive,Slightly Negtive,Neutral,Slightly Positive,Positive
8210,CHENBRO,67,"9,088.67","120,860,950",50,13,1213,63,2,,,2
1256,Sunjuice,67,"12,572.30","33,842,160",51,13,1212,49,9,1,2,6
4916,PARPRO,67,"2,173.90","83,451,568",54,7,1215,56,5,1,,5
5287,ADDCN,67,"10,863.06","42,937,000",49,16,1211,44,10,1,5,7
8341,SF,67,"22,244.25","111,500,000",46,14,1216,41,6,1,5,14
2397,DFI Inc.,66,"6,388.12","114,688,857",55,7,1214,59,7,,,
5317,-,66,-,-,0,0,0,58,6,,1,1
5522,Farglory,66,"52,523.25","781,596,241",41,19,1216,49,9,1,4,3
2476,GS,66,"12,263.38","184,968,298",43,16,1217,53,4,,3,6
4123,Center Lab,65,"33,585.74","505,048,747",49,13,1214,54,3,1,2,5
9933,CTCI,65,"27,825.24","763,381,915",53,7,1216,55,6,,1,3
4152,-,65,-,-,36,26,1214,56,4,,2,3
2101,NK,65,"33,357.36","833,934,904",40,16,1220,60,1,,2,2
6668,Zhong Yang,65,"3,844.24","78,294,976",37,23,808,54,8,,1,2
6452,-,65,-,-,0,0,0,52,4,1,2,6
4946,Cayenne Tech,65,419.374219,"13,660,398",37,20,1219,58,1,1,1,4
2331,ECS,65,"13,210.43","557,402,968",34,27,1215,58,1,1,,5
8462,Fitness Factory,64,"11,223.58","77,404,504",45,10,1221,30,23,1,6,4
2104,CSRC,64,"23,633.59","984,733,625",38,17,1221,58,2,,1,3
3289,IST,64,"4,570.48","84,575,121",40,18,1218,57,2,2,2,1
4438,QVE,64,"13,025.25","103,375,292",50,9,1216,57,1,,,6
5351,Etron,64,"16,024.00","267,707,347",51,8,1217,59,1,,1,3
6195,SCAN-D,64,"2,567.53","48,537,813",48,8,1220,22,18,1,5,18
2385,CHICONY,64,"59,176.18","745,292,749",42,18,1216,52,6,1,2,3
4743,ONENESS BIOTECH,64,"100,123.31","382,437,371",38,19,1219,56,2,1,4,1
2467,C SUN,63,"6,901.77","152,189,659",44,11,1221,62,,,,1
1905,CHP,62,"24,482.94","1,102,835,316",43,16,1217,39,17,,2,4
3144,ThinFlex,62,"3,834.30","100,637,750",38,16,1222,55,2,,4,1
2612,CMT,62,"11,098.60","197,484,593",39,16,1221,31,12,2,9,8
3346,Laster Tech,62,"4,066.44","96,504,286",39,18,1218,29,23,1,5,4
2399,BIOSTAR,62,"3,606.53","178,100,000",29,30,1217,42,2,,5,13
6690,ACSI,61,"1,878.47","16,999,720",44,9,657,57,1,,,3
3163,Browave,61,"2,992.65","75,286,899",27,28,1221,44,10,1,4,2
2404,UIS,61,"34,972.53","190,586,698",43,11,1222,59,,,1,1
6531,AP Memory,60,"79,990.38","148,681,246",33,18,1225,50,2,1,2,5
2908,Test Rite,60,"12,313.77","509,887,558",47,4,1225,26,23,2,5,4
6548,CWTC,59,"37,869.63","364,131,050",38,18,1219,54,1,,2,2
4555,CHELIC,59,"3,617.57","66,992,617",38,19,1219,46,6,,3,4
3706,MHC,59,"34,688.49","1,206,556,789",46,10,1220,49,4,1,2,3
8436,TCI,59,"26,663.08","118,239,830",45,4,1227,45,5,1,5,3
4540,TBI MOTION,59,"4,525.25","94,178,000",40,10,1225,53,3,,,3
2926,Eslite Spectrum,59,"2,890.77","47,389,650",34,18,1224,44,2,,8,5
2017,Quintain,59,"6,974.09","341,867,462",13,41,1222,46,7,,3,3
4967,TEAM,58,"4,038.51","91,369,717",37,17,1222,50,2,,3,3
2247,PGUM,58,"17,311.87","80,708,735",43,8,839,29,15,,9,5
6285,WNC,58,"30,793.77","397,339,302",41,15,1220,51,4,,2,1
4725,-,58,-,-,0,0,0,52,3,1,,2
3454,VIVOTEK,57,"6,426.12","86,957,393",37,16,1223,49,4,,1,3
2402,ICHIA,57,"4,982.08","307,536,533",38,14,1224,50,2,,,5
4803,VHQ,57,708.830772,"59,069,231",43,8,1224,34,5,1,6,11
2105,CST,57,"110,532.25","3,241,415,536",31,20,1225,50,2,1,3,1
1533,MORE,57,"5,952.24","98,547,486",40,12,1224,41,11,,3,2
8163,DARFON,57,"11,690","280,000,001",39,15,1222,50,7,,,
2836,B.O.K,57,"13,088.75","1,163,444,458",36,19,1221,29,8,2,7,11
8213,TPT,56,"12,721.25","271,242,488",31,8,1237,54,1,,1,
2489,AMTRAN,56,"14,325.71","760,000,000",37,18,1221,45,3,,3,5
2062,SSM,56,"5,629.83","199,994,152",35,14,1227,37,7,1,4,7
6026,GFS,56,"4,786.03","300,134,867",42,11,1222,41,10,,1,4
9938,TAIWAN PAIHO,56,"25,744.00","297,963,902",41,15,1220,36,7,3,6,4
2704,AMBH,56,"11,099.42","366,923,343",38,15,1223,27,15,,8,6
6282,AcBel,56,"17,875.09","516,621,295",41,10,1225,47,4,,3,2
4961,FITIPOWER,56,"39,734.09","186,545,312",37,15,1224,42,4,,4,6
5309,SYSGRATION,56,"5,733.93","154,553,366",33,21,1222,46,8,,2,
8916,KLF,56,"5,499.45","131,236,831",44,9,1223,40,5,,3,8
1507,YUNGTAY,56,"26,538.97","410,820,000",31,22,1223,54,,,1,1
2642,Pelican,55,"6,911.81","95,467,000",31,22,1223,36,11,,1,7
6477,Anji,55,"5,162.61","114,217,708",38,9,1229,47,3,,,5
5471,SONIX,55,"14,403.85","167,877,062",40,9,1227,48,3,,2,2
1444,Lealea,55,"11,056.84","957,302,942",36,12,1228,50,1,,3,1
3675,Eris Tech,55,"12,040.06","44,428,250",34,12,1230,41,8,,3,3
6672,Ventec,55,"9,038.93","71,454,345",34,15,787,54,,,,1
4739,COREMAX,55,"18,355.47","103,029,269",39,10,1227,46,4,,3,2
6523,DR.WU,54,"4,234.48","45,047,625",28,21,1226,38,10,1,1,4
2520,KINDOM,54,"21,280.13","554,170,100",42,9,1225,27,8,,12,7
1783,MBI,54,"3,528.82","76,999,235",18,35,1223,38,11,,3,2
4736,TaiDoc,54,"16,194.60","92,336,165",35,11,1230,48,3,,3,
2481,PAN JIT,54,"43,066.58","332,814,927",33,16,1227,43,4,,3,4
6251,DYNAMIC,54,"5,827.79","277,514,032",30,6,1240,53,,,,1
4162,PEI,53,"8,634.55","146,596,840",39,11,1226,46,4,1,1,1
2347,Synnex,53,"89,735.49","1,667,946,968",41,12,1223,42,4,,4,3
2348,Hiyes,53,"10,560.93","106,461,925",48,1,1227,43,5,,2,3
2641,Franbo Lines,53,"4,527.26","188,635,888",34,8,1234,18,11,,5,19
2342,MVI,53,"7,097.29","156,156,744",34,15,1227,50,1,,,2
4912,Lemtech-KY,53,"9,284.22","62,520,775",43,2,1231,43,6,,1,3
4974,ATII,53,"4,045.51","72,500,104",42,7,1227,41,7,1,3,1
2451,Transcend,53,"28,961.62","429,061,675",32,17,1227,38,7,,6,2
3218,UNIVERSAL,53,"24,207.11","76,123,000",19,28,1229,39,10,,3,1
6412,Chicony Power,53,"27,332.65","392,147,184",43,9,1224,48,1,,1,3
6188,QSI,53,"10,758.57","278,358,910",30,16,1230,45,4,,,4
5263,BROGENT,52,"7,256.56","57,364,075",43,8,1225,40,7,,2,3
3596,Arcadyan,52,"22,021.13","209,725,670",41,9,1226,38,9,1,2,2
2228,IRF,52,"5,319.76","75,780,281",30,13,1233,22,19,,5,6
3176,MEDIGEN,52,"7,594.44","139,257,505",31,14,1231,45,3,,1,3
8255,ATC,52,"23,687.36","91,457,000",36,9,1231,42,3,,3,4
1338,Hiroca,52,"4,091.39","83,840,000",37,11,1228,30,10,2,5,5
3530,SOI,52,"11,052.57","78,110,900",21,24,1231,46,3,,3,
8042,CHINSAN,51,"6,045.90","129,462,549",13,38,1225,44,7,,,
5543,Buima,51,"2,533.32","37,199,996",38,8,1204,48,2,,1,
4994,X-LEGEND,51,"5,974.51","110,639,000",26,18,1232,42,5,2,,2
6579,AAEON,51,"9,622.67","148,498,468",44,7,1182,47,3,,,1
2338,TMC,51,"20,166.50","252,713,611",39,10,1227,41,6,,2,2
2231,CUB,51,"20,847.64","121,916,665",36,9,1231,32,7,,8,4
3321,UNIFLEX,50,"2,014.26","156,144,825",34,11,1231,47,,1,1,1
8466,M.J.,50,"3,547.37","66,059,000",38,9,1086,50,,,,
4952,Generalplus,50,"7,138.26","108,815,816",35,12,1229,42,4,,3,1
8038,CAEC,50,"2,299.86","59,814,190",24,25,1227,26,16,2,4,2
8938,ADVANCED  GROUP,50,"10,689.71","135,312,722",35,4,1237,28,5,1,2,14
7402,Brinno,50,"1,030.15","24,822,848",39,9,1227,43,2,,1,4
8499,TOP BRIGHT,49,"5,989.25","51,855,308",41,5,826,48,,,,1
6257,SIGURD,49,"26,046.47","444,479,142",37,9,1230,47,1,,,1
8489,Samebest,49,"1,289.24","37,752,414",42,3,1230,25,7,,5,12
4171,GeneReach,49,"3,317.91","41,787,250",39,4,1232,47,1,,,1
4506,GFC,49,"11,611.99","177,012,000",38,9,1229,40,4,,2,3
8446,HIM Music,49,"4,661.76","52,914,405",30,12,1234,41,1,,2,5
4414,ROO HSING,48,"6,911.63","818,914,949",31,16,1229,43,3,,1,1
1304,USI,48,"40,893.45","1,188,763,500",26,18,1232,37,3,,4,4
1432,TRK,48,967.5,"75,000,000",28,17,1231,30,8,2,4,4
6491,PEGAVISION,48,"38,080","70,000,000",32,10,1233,43,1,1,,3
1409,SSFC,48,"30,507.01","1,618,409,291",37,7,1232,40,4,,2,2
6284,INPAQ,48,"8,200.55","140,180,341",32,12,1232,41,5,,,2
4556,BSI,47,"1,283.74","41,884,000",37,6,1232,42,4,,1,
5530,LUNG YEN,47,"18,903.79","420,084,199",25,11,1240,35,3,2,3,4
1218,TAISUN,47,"13,649.97","499,999,038",33,11,1232,37,6,,,4
2008,KHC,47,"3,695.68","200,852,293",15,31,1230,35,8,,1,3
8480,Taisun-KY,47,"4,142.99","39,270,000",33,8,1173,41,3,,1,2
3653,JENTECH,47,"45,094.75","122,208,402",34,10,1232,42,1,,2,2
3374,Xintec,47,"36,634.18","271,364,316",23,22,1231,44,,,2,1
1210,GREATWALL,47,"45,760.94","852,159,259",36,5,1235,41,5,,1,
1310,T.S.M.C.,47,"9,580.82","527,869,764",17,21,1238,38,6,,3,
6535,LUMOSA,46,"5,332.48","151,972,825",39,3,1233,42,,,3,1
8183,ITC,46,"6,056.49","121,251,068",31,12,1233,43,1,1,1,
3167,TALIANG,46,"6,474.83","80,134,116",32,6,1238,43,,1,,2
1316,SUN YAD,46,"2,706.67","187,750,771",41,4,1231,42,2,,1,1
3669,AVer,46,"4,683.12","92,919,950",29,10,1237,37,4,,2,3
2106,KENDA,46,"27,827.95","909,410,000",24,14,1238,42,,,1,3
8114,POSIFLEX,46,"6,817.81","74,921,772",32,14,1230,37,8,,1,
1595,CBT,46,"1,845.85","47,148,134",28,8,1240,45,1,,,
4766,NAN PAO,45,"16,759.23","120,570,780",31,6,921,43,1,1,,
1731,Maywufa,45,"2,558.61","132,915,244",19,25,1232,36,6,,1,2
4157,TAIGEN,45,"11,433.66","716,844,175",37,7,1232,43,1,,1,
1325,UK,45,"3,496.52","85,281,198",21,19,1236,40,4,,1,
3533,LOTES,45,"61,254.71","105,977,900",36,5,1235,35,4,2,2,2
2323,CMC,45,"10,221.33","1,158,881,200",22,21,1233,37,3,,2,3
2643,Soonest,45,"2,046","30,000,000",29,9,1237,25,13,1,3,3
4991,GCS,45,"4,465.61","91,726,567",22,16,1238,40,2,,,3
6125,KENMEC,45,"6,922.51","249,011,150",32,1,1243,38,3,,1,3
2617,TAIWANLINE,45,"14,626.15","417,294,487",30,10,1236,27,8,,7,3
4935,GLT,45,"10,540.43","130,937,091",33,5,1238,41,,,,4
3303,UNIVACCO,45,"2,272.52","96,089,607",37,4,1235,43,,1,,1
4953,WITS,44,"5,674.91","66,921,088",34,5,1237,40,2,,,2
6426,APOGEE,44,"2,722.59","38,509,000",22,14,1240,36,4,2,,2
1599,AEON,44,"2,982.24","74,528,764",39,2,1235,23,9,1,6,5
1785,Solar,44,"29,596.56","591,931,243",25,15,1236,34,5,,2,3
2464,Mirle,44,"8,173.20","195,531,226",31,8,1237,33,1,,3,7
9939,Hon Chuan,44,"18,734.80","287,785,879",30,10,1236,29,7,,3,5
8464,Nien Made,44,"111,933.64","293,020,200",31,8,1237,31,4,,3,6
1604,SAMPO,44,"11,461.12","387,200,000",35,6,1235,41,2,,1,
3257,CHAMPION,43,"5,727.00","79,986,590",12,30,1234,37,5,,1,
3645,TMT,43,"5,328.43","130,759,894",30,5,1241,40,3,,,
8933,IDEAL,43,"3,295.53","293,278,711",21,18,1237,34,6,,3,
4735,Avita,43,"2,123.58","36,931,758",35,4,1237,35,4,1,1,2
4552,Lida,43,"3,648.20","116,000,000",34,6,1164,40,1,,1,1
6643,M31,43,"12,433.25","31,606,000",23,14,879,37,4,,,2
5392,ABICO AVY,43,"4,376.57","169,963,990",35,3,1238,36,1,1,3,2
3527,MBI,43,"9,577.92","44,445,125",35,6,1235,39,2,,,2
2314,MTI,43,"17,968.61","228,028,320",24,14,1238,35,5,,,3
2362,CLEVO CO.,42,"22,384.34","649,763,000",25,12,1239,40,2,,,
2312,KINPO,42,"19,098.68","1,469,129,211",33,7,1236,38,1,1,,2
6214,SYSTEX,42,"23,248.62","269,393,304",34,8,1234,39,3,,,
9925,SKS,42,"14,957.08","387,489,605",35,4,1237,23,4,,3,12
6169,InterServ,42,450.35298,"23,394,960",26,9,1241,35,1,,3,3
4180,-,42,-,-,0,0,0,31,7,,3,1
3540,Thermaltak,42,"2,948.24","66,613,044",37,4,1235,36,3,,2,1
3268,Higher Way,42,862.397818,"33,426,272",9,33,1234,34,6,,1,1
5536,ACTER,42,"10,608.14","57,186,742",33,6,1237,40,1,,1,
4190,JDS,42,"4,635.56","60,914,700",34,3,1239,39,2,,,1
1472,TRI OCEAN,42,0,"24,988,082",21,19,1236,35,2,,4,1
6541,Tanvex,41,"18,149.84","352,424,701",27,8,1240,38,2,,,1
1609,TA YA,41,"15,985.90","595,068,022",30,6,1240,36,2,,1,2
2340,OPTOTECH,41,"16,242.88","438,622,846",31,10,1235,38,1,1,,1
5531,Shining,41,"10,851.24","977,589,245",32,4,1240,28,3,1,5,4
5904,POYA,41,"50,005.94","100,859,462",30,4,1242,26,10,,3,2
2239,Cayman Engley,41,"7,670.46","118,007,000",28,7,1241,28,6,2,3,2
6613,Novatech,41,"4,970.45","33,928,000",31,8,1057,38,2,,,1
3416,WinMate,41,"4,934.76","72,475,947",31,9,1236,36,3,,,2
2605,SNC,41,"16,214.28","585,353,297",24,14,1238,25,4,,4,8
4526,TONGTAI,41,"4,077.22","254,826,461",31,6,1239,30,2,,4,5
2419,H.T.,41,"4,808.71","328,986,229",33,4,1239,35,4,,2,
1234,HEY-SONG,40,"14,065.49","401,871,094",34,3,1239,28,4,,1,7
1457,YI JINN,40,"5,203.41","301,647,640",27,10,1239,32,2,,3,3
3437,AOT,40,"3,526.97","144,548,000",20,14,1242,39,,,,1
3041,ALi,40,"5,515.57","193,869,746",13,23,1240,34,3,1,,2
2939,KE,40,"1,616.95","45,548,665",21,14,912,31,8,,1,
3679,Nishoku,40,"5,292.66","62,561,229",11,28,1237,31,6,,1,2
6186,Shin Ruenn,40,"3,720.61","130,034,408",34,4,1238,36,1,,2,1
3305,SHENMAO,39,"9,050.45","128,012,220",29,3,1244,33,1,2,2,1
4306,YC,39,"9,690.94","629,947,248",32,3,1241,38,,,,1
4906,GEMTEK,39,"9,944.04","362,921,547",24,10,1242,34,3,,1,1
1737,Taiyen,39,"6,590","200,000,000",30,4,1242,34,3,,2,
8081,GMT,39,"19,345.61","86,172,072",30,7,1239,33,1,,1,4
5534,CHONG HONG,39,"21,425.99","290,325,960",25,8,1243,29,4,,4,2
3004,NAFCO,39,"3,085.11","52,647,155",27,11,1238,32,5,,1,1
6015,HORIZON Sec.,39,"5,326.15","330,816,775",25,14,1237,29,4,,3,3
3703,CHC,38,"20,745.02","823,215,980",26,10,1240,33,3,,,2
3356,GeoVision,38,"2,825.00","89,825,703",22,13,1241,32,2,,1,3
3535,Favite,38,"1,312.26","79,052,356",24,11,1241,26,6,,2,4
6170,WELLDONE,38,"4,609.04","89,670,038",31,2,1243,34,1,,1,2
5475,GLOTECH,38,"3,858.30","127,127,017",19,14,1243,37,,,,1
5386,ALBATRON,38,"1,139.82","24,778,659",14,22,1240,27,2,,3,6
8070,CHANG WAH,38,"23,302.36","689,419,426",31,5,1240,37,,,1,
1313,UPC,38,"30,843.83","1,332,347,607",22,14,1240,29,5,,,4
2640,TaiwanTaxi,37,"4,302.64","59,264,956",31,4,1241,23,5,3,5,1
6277,ATEN,37,"10,083.35","119,471,166",27,8,1241,35,1,,,1
4137,CHLITINA,37,"18,958.84","79,492,350",28,7,1241,29,4,1,1,2
2349,RITEK,37,"6,784.18","693,679,663",19,16,1241,33,3,1,,
4939,AEM,37,"2,027.85","98,200,868",21,11,1244,35,2,,,
6464,top MSO,37,"12,978.88","130,310,037",23,11,1241,27,5,2,,3
1597,cpc,37,"7,014.56","81,187,549",28,3,1245,31,2,,3,1
2405,SHUTTLE,37,"4,052.44","343,427,303",27,7,1242,25,4,,5,3
5434,TOPCO,37,"25,074.46","181,699,567",33,3,1240,30,2,,2,3
5299,EMC,37,"6,794.99","35,473,161",26,9,1241,28,4,,2,3
1565,St.Shine,37,"14,847.66","50,416,516",22,11,1243,26,,,5,6
8497,-,37,-,-,0,0,0,35,,,,2
1736,JHT,37,"17,700.81","303,616,617",27,6,1243,36,,,1,
3018,TUNG KAI,37,"1,188.64","73,147,132",25,10,1241,30,1,,2,4
3131,GPTC,36,"10,605.41","29,216,015",21,10,1245,32,1,,2,1
6435,Sinopower,36,"4,597.04","33,433,000",23,12,1241,29,4,,,3
5301,CJW,36,940.973139,"104,552,571",19,17,1240,21,6,,5,4
6146,SPORTON,36,"21,877.19","97,016,380",26,7,1243,31,,1,2,2
3587,ma-tek,36,"8,910.78","62,313,157",25,7,1244,31,3,,1,1
5349,-,36,-,-,0,0,0,33,3,,,
1213,OCEANIC,36,0,"56,622,627",7,26,1243,31,1,,2,2
2360,CHROMA,36,"76,315.21","421,631,537",28,6,1242,28,4,1,1,2
2501,CATHAY RED,36,"22,611.44","1,159,561,059",25,6,1245,22,2,,3,9
5284,jpp,36,"1,945.23","43,664,608",30,4,1242,24,4,,3,5
3707,EPISIL,36,"49,290.48","319,934,073",25,7,1243,34,,1,,1
1730,FARCENT,36,"4,015.30","63,233,851",16,20,1240,28,6,,,2
4554,Orange,35,664.75939,"21,374,900",20,10,1245,17,9,,5,4
4977,PCL,35,"5,790.48","68,689,841",20,8,1248,34,,,1,
6206,FLYTECH,35,"10,429.22","143,062,324",28,5,1243,33,1,,,1
2373,Aurora,35,"20,974.74","236,202,518",27,5,1244,28,5,,,2
5223,Anli,35,"2,140.62","44,549,781",27,3,699,34,1,,,
5305,-,35,-,-,0,0,0,29,3,,1,2
6432,ARLITECH,35,"1,052.39","30,592,835",14,20,1242,23,8,,2,2
6591,SUN MAX,35,"1,593.62","32,097,927",21,9,1082,30,1,,,4
1528,ANDERSON,35,"2,112.91","199,331,000",29,4,1243,31,3,,,1
6235,Waffer,35,"3,285.57","170,679,456",22,11,1243,25,5,1,3,1
2483,ECE,35,"2,770.96","109,093,807",26,5,1245,27,4,,2,2
6472,Bora,35,"14,913.88","67,644,280",26,5,1244,33,,,,2
3552,TUNG THIH,35,"17,161.39","85,592,949",25,8,1243,24,5,,5,1
1308,APC,35,"23,185.66","593,743,919",23,11,1242,22,3,,3,7
8928,DYNAMIC,34,"1,746.84","50,854,015",22,5,1249,18,6,1,3,6
2441,GTK,34,"45,223.18","568,845,921",21,10,1245,25,4,,2,3
2023,YP,34,"46,886.11","1,890,569,518",22,11,1243,28,3,2,1,
1789,SPT,34,"19,610.33","790,739,222",22,11,1243,28,2,,1,3
8155,ACCL,34,"7,139.99","49,756,000",17,8,1251,32,1,,1,
3088,AXIOMTEK,34,"4,549.61","84,413,568",31,3,1242,32,1,,,1
3624,VIKING,34,"4,857.91","117,340,842",18,14,1244,25,4,1,2,2
2719,STAR TRAVE,34,432.71567,"34,072,100",14,17,1245,27,5,,,2
5213,YeaShin,34,"7,286.14","346,959,188",21,6,1249,29,2,,1,2
3548,JARLLY,33,"3,180.42","60,121,398",26,4,1246,27,2,,1,3
2103,TSRC,33,"26,463.97","825,709,978",20,12,1244,28,2,2,,1
3310,CHIALIN,33,"1,497.76","50,260,467",27,3,1246,31,1,,,1
4119,SCI,33,"7,439.80","95,382,372",14,14,1248,32,,,,1
4763,ACE,33,"5,851.64","58,575,605",29,2,1245,32,1,,,
6138,Anpec,33,"13,465.67","73,784,500",18,11,1247,27,4,,,2
3014,ITE,33,"16,752.32","161,080,124",22,7,1247,32,1,,,
2499,-,33,-,-,14,17,1244,30,1,,1,1
5706,PHX TOUR,33,"2,869.25","67,117,317",19,14,1243,20,5,1,3,4
4726,Mycenax,33,"5,335.91","153,318,200",26,4,1246,30,1,,1,1
6542,GAMESPARCS,33,"2,499.04","42,000,630",24,8,1243,30,1,,,2
3055,Spirox,33,"2,940.06","102,441,918",23,9,1244,29,2,,,2
5512,RICH,32,"6,814.97","743,992,712",24,5,1247,19,5,,3,5
8450,PILI,32,"1,180.13","51,309,947",25,4,1247,26,2,,,4
6482,FUN YOURS,32,592.478602,"17,148,440",20,8,1247,25,1,,2,4
1720,S.C.P.C,32,"6,888.73","178,696,089",24,8,1244,29,2,,,1
8926,TCC,32,"22,531.09","589,048,595",16,12,1248,27,2,,3,
2816,UNION INS.,32,"4,349.18","223,608,000",7,25,1244,26,5,,,1
2540,JSL,32,"12,546.03","146,600,000",21,9,1246,24,5,,1,2
8406,GINKO,32,"19,560.21","97,072,996",23,6,1247,28,,,1,3
6679,ZILLTEK,32,"13,401.92","42,171,335",25,4,737,31,,,,1
4128,MICROBIO,32,"29,518.66","466,329,515",21,8,1247,29,,,3,
6231,Insyde,32,"2,975.00","38,043,488",24,7,1245,27,,1,2,2
2417,AVERMEDIA,32,"4,189.60","154,313,864",23,6,1247,26,5,,,1
1734,SINPHAR,31,"4,897.48","167,722,022",18,10,1248,27,2,,2,
3016,EPi,31,"26,735.27","280,538,097",16,14,1246,28,3,,,
3311,Silitech,31,"2,064","68,000,000",19,9,1248,25,2,,,4
2530,DELPHA,31,"7,759.20","720,752,466",26,3,1247,24,2,1,3,1
4175,MedFirst,31,"2,508.54","31,612,375",27,2,1247,25,3,,1,2
3479,Avalue,31,"3,476.89","70,525,164",26,4,1246,28,2,,,1
6279,HU LANE,31,"13,353.73","99,654,707",23,5,1248,26,,,4,1
1455,ZIG SHENG,31,"9,091.86","531,688,380",17,12,1247,25,1,,1,4
8432,tsh,31,"1,712.56","38,398,140",18,13,1245,24,4,,2,1
8472,GOMAJI,31,"1,002.07","17,735,800",23,5,1247,12,8,1,5,5
8112,Supreme,31,"19,218.05","428,496,473",25,6,1245,26,,,2,3
1582,SYNCMOLD,31,"8,734.91","123,724,171",23,5,1248,30,,,,1
3049,HannsTouch,31,"9,602.68","806,948,529",20,9,1247,27,1,,2,1
3031,BRIGHT,30,"4,251.17","181,674,224",19,8,1249,25,4,,1,
4198,S&S,30,494.5156,"80,540,000",11,18,1247,24,3,,2,1
6592,HOTAI FINANCE,30,"45,474.50","515,000,407",24,5,627,7,9,,11,3
6497,-,30,-,-,0,0,0,28,2,,,
1598,Dyaco,30,"8,682.03","133,982,254",24,2,1249,27,,,2,1
3264,Ardentec,30,"29,116.10","490,170,076",25,4,1247,26,2,,,2
5443,GPM,30,"5,366.92","165,136,144",25,4,1247,25,1,,,4
5243,ESON,30,"11,240.82","168,528,915",19,10,1247,22,4,,3,1
3046,AOPEN,30,810.7936,"71,448,013",16,11,1249,29,1,,,
5457,SPEED TECH,30,"14,356.26","169,295,500",25,4,1247,24,2,1,1,2
1447,LP,29,"9,464.94","914,487,242",20,5,1251,22,3,,2,2
8342,I JANG,29,"1,710.37","33,536,692",21,7,1206,24,,,1,4
2752,TOFU,29,"3,614.14","23,019,984",21,5,669,12,6,,4,7
3062,CyberTAN,29,"8,691.60","328,605,418",16,8,1252,25,3,,1,
1808,RUN LONG,29,"23,492.54","392,196,637",24,4,1248,26,3,,,
5425,TSC,29,"21,524.94","265,085,486",20,7,1249,18,4,,3,4
6561,Chief,29,"20,080.99","70,459,631",24,2,949,27,2,,,
5009,GMTC,29,"9,682.80","456,735,991",16,9,1251,21,2,,2,4
3234,TrueLight,29,"2,072.46","76,474,692",11,12,1253,25,1,,2,1
3022,IEI,29,"7,823.25","176,597,790",17,10,1249,23,3,,2,1
4192,SynCore,29,"8,366.10","115,077,000",23,3,1250,29,,,,
6465,ATrack,29,743.455407,"32,826,306",22,7,1246,21,3,,2,3
6667,Trusval,29,"2,665.18","39,778,878",19,7,847,27,2,,,
6641,GSD-KY,29,"2,075.70","37,000,000",14,9,647,18,3,2,3,3
1519,FE,29,"9,580.83","261,058,548",22,1,1253,28,,,,1
1515,REXON,28,"12,158.69","181,473,500",22,2,1252,24,1,,,3
3178,GPI,28,"3,338.21","45,050,000",24,1,1251,26,,,1,1
4108,PhytoHealt,28,"4,429.18","198,618,879",18,9,1249,23,3,,1,1
3483,Forcecon,28,"5,551.05","74,220,485",13,11,1252,25,2,,1,
6573,HY,28,"1,968.20","80,499,345",14,9,889,24,2,,2,
8033,TT,28,"2,360.80","132,629,775",27,0,1249,18,7,,2,1
2496,SPC,28,940.675,"19,100,440",18,10,1248,20,3,,2,3
8109,P-DUKE,28,"5,549.07","77,609,404",17,10,1249,27,1,,,
6581,TSU,28,"8,790.33","111,270,887",20,4,1142,25,2,,,1
8234,NEXCOM,28,"3,290.58","141,226,472",24,2,1250,24,1,,1,2
4106,APEX,28,"2,213.87","100,911,557",19,6,1251,22,2,,2,2
8050,IBASE,28,"6,906.89","177,099,773",21,5,1250,28,,,,
1440,TAINANSPIN,28,"37,609.70","1,656,815,857",18,9,1249,17,4,1,1,5
8104,RiTdisplay,28,"3,291.64","68,009,012",21,5,1174,26,1,,,1
1583,GOODWAY,28,"7,010.40","110,400,372",13,8,1255,21,3,,2,2
8415,Brighton-Best,28,"35,844.63","1,031,500,000",21,6,1249,24,2,,2,
4560,STRONG H,28,"2,930.97","68,162,990",24,3,1076,28,,,,
5291,EISO,28,"1,331.62","39,222,906",20,2,1254,25,2,,1,
2415,CX TECH,28,"3,700","80,000,000",18,6,1252,24,2,1,,1
3141,UltraChip,28,"16,081.18","73,603,178",17,10,1249,22,1,,,5
6177,DA-LI,28,"11,831.26","387,910,616",23,2,1251,21,1,1,2,3
6275,Y.S.TECH,28,"2,177.35","69,786,925",21,5,1250,21,4,,1,2
5607,Farglory FTZ,28,"11,613.94","229,979,100",6,20,1250,18,7,,1,2
6023,Yuanta,27,"14,223.34","289,976,288",19,5,1252,12,6,,3,6
4903,UFOC,27,902.79327,"90,279,327",12,12,1252,21,2,1,2,1
1784,BIONET,27,"2,114.11","49,626,924",22,2,1252,17,2,,1,7
5340,BAOTEK,27,"8,049.12","194,893,964",14,7,1255,25,1,,,1
2351,SDI,27,"30,235.24","182,140,249",20,7,1249,17,3,,3,4
8367,CS,27,"4,470.32","81,131,938",9,18,1014,20,7,,,
1717,ETERNAL,27,"45,642.27","1,240,279,455",23,1,1252,23,,,,4
3149,G-TECH,27,"5,983.93","206,393,604",13,11,1252,27,,,,
6629,TK-KY,27,"1,936.43","35,661,733",23,1,478,24,1,,,2
1413,H.C.,27,"1,031.33","132,112,454",18,9,1249,24,2,,1,
1103,CHC,27,"15,650.56","774,780,548",17,9,1250,23,,1,1,2
6238,-,27,-,-,0,0,0,24,3,,,
9911,TAIWAN SAKURA,27,"15,478.47","221,121,188",20,5,1251,20,2,,3,2
