code,Name,News_size,Market_cap,Shares_outstanding,Positive,Negitive,None
2477,MEILOON,16,"5,550.048","198,216,555",7,8,1261
6624,EC,16,528.3,"18,000,000",15,0,1030
6588,EOC,16,"1,297.660095","26,700,825",8,5,1162
6417,SAG,16,"2,544.8948","42,274,000",13,0,1263
2444,AboCom,16,"1,161.127","105,557,573",10,6,1260
2236,Patec,16,"1,265.23635","45,759,703",12,2,1262
8240,WAH HONG,16,"2,810.124033","100,004,414",13,3,1260
5245,WSI,16,"2,085.2865","44,990,000",12,4,1260
2546,KEDGE,16,"4,988.94675","106,035,660",13,2,1260
1417,CARNIVAL,16,"2,564.2035","189,941,840",9,5,1262
6578,DaBomb,16,564.795777,"33,125,852",13,3,1188
8440,E＆E,16,684.00405,"38,000,225",11,3,1262
4806,Shec,16,447.422432,"45,194,185",8,6,1261
3625,C-TECH,16,"2,344.041184","90,503,586",12,4,1260
5439,FHt,16,"5,931.852978","92,975,752",13,1,1262
9941,TAC,16,"64,391.601","382,146,537",14,1,1261
5278,Sunfun,16,"2,773.5162","15,239,100",12,2,1262
6706,FitTech,16,"15,157.17","72,177,935",11,3,617
1592,Enterex,15,285.21346,"110,978,250",8,6,1262
1439,CWT,15,"2,060.8","92,000,000",9,5,1262
3580,UVAT,15,"1,914.326865","39,470,657",5,10,1261
4580,Value Valves,15,"3,392.7444","39,132,000",11,3,598
2022,TYCOONS,15,"6,740.50155","479,751,976",5,9,1262
9942,MAO SHUN,15,"7,276.5875","83,161,320",12,2,1262
2233,TURVO,15,"6,239.808","60,288,089",10,3,1263
5321,U.R.,15,"4,406.62257","34,973,195",14,1,1261
4956,Epileds,15,"2,344.5268","100,408,236",10,5,1261
5227,Aleees,15,"4,231.98071","92,099,689",9,5,1262
1799,EASYWELL,15,"2,458.864154","163,379,678",10,4,1262
3577,ICP DAS,15,"2,585.058255","52,864,177",12,2,1262
2597,REC,15,"22,933.8","184,950,000",10,5,1261
2924,Tung Ling,15,603.615202,"32,805,174",12,1,1263
6516,KINGWAY,15,"4,411.036344","42,413,811",13,1,1261
1259,AN-SHIN,15,"2,267.265","32,389,500",12,3,1261
2913,TTC,15,"14,771.075","790,000,000",9,5,1262
4562,YHT,15,"1,222.5826","67,546,000",13,2,1260
1718,CMFC,15,"17,115.02135","1,621,367,217",11,4,1261
6538,Brave Screen,15,"2,854.8054","37,269,000",9,5,1261
5484,EverFocus,15,939.987,"53,401,000",7,4,1265
8476,TESC,15,"3,654.824355","60,510,337",11,3,1261
3632,PAPAGO,15,327.117904,"40,889,738",11,4,1261
1626,AIRMATE,15,"2,874.494","145,544,496",11,2,1263
2030,FROCH,15,"8,009.0173","280,526,027",5,10,1261
8131,FATC,15,"16,738.1027","442,222,223",9,5,1262
1732,Mao Bao,15,"1,067.44145","42,443,957",8,5,1263
6612,ICARES,15,"2,051.78196","33,969,900",9,5,1079
1903,Shihlin,15,"17,812.6715","260,039,121",8,6,1262
3499,GLOBALSAT,15,728.360397,"54,970,596",10,5,1261
2241,Amulaire,15,"5,008.7518","89,602,306",11,3,1261
5533,FOUNDING,15,"5,391.1116","285,244,944",11,0,1265
2851,Central Re,15,"16,560.3834","590,388,750",8,7,1261
3211,Dynapack,15,"14,158.130016","147,480,521",9,4,1263
8085,FD,15,"2,830.630356","157,257,242",7,6,1263
0056,-,14,-,-,11,2,1266
3312,G.M.I,14,"2,965.81875","137,625,455",11,0,1265
3051,Optimax,14,"2,565.3504","325,332,396",7,6,1263
6615,SOFIVA,14,962.0874,"21,261,600",11,2,1073
4420,Kwang Ming,14,"1,209.6045","40,455,000",10,3,1263
5480,-,14,-,-,0,0,0
4944,CRYSTALWISE,14,"1,779.403779","88,089,296",10,4,1262
3383,GPI,14,291.2,"70,000,000",5,9,1262
5907,GORG,14,"3,763.97175","195,531,000",10,4,1262
6532,CT,14,"1,407.933813","36,100,867",12,1,1262
4426,LI CHENG,14,"3,358.56765","172,677,198",12,2,1262
2034,YC,14,"14,019.58955","444,361,453",9,5,1262
6104,GLI,14,"13,000.202496","90,279,184",9,3,1264
2534,HSC,14,"11,452.58205","474,227,970",9,3,1264
6197,JPC,14,"4,303.49625","122,085,882",9,4,1263
6486,IDT,14,"2,848.188357","38,750,862",11,2,1262
1708,SESODA,14,"7,644.3307","249,001,651",5,8,1263
6143,NETRONIX,14,"4,731.393129","83,006,897",14,0,1262
6024,CFC,14,"8,143.9119","210,437,584",10,3,1263
2450,SENAO,14,"8,225.3262","258,252,657",14,0,1262
3557,JiaWei,14,"6,552.48","80,300,415",7,5,1264
1229,LHIC,14,"78,658.3584","1,409,648,036",9,4,1263
6220,YFC-BonEagle,14,"3,154.140073","131,972,388",7,5,1264
4532,RECHI,14,"9,416.66475","504,915,105",12,2,1262
3511,SIMULA TEC,14,"3,626.773056","79,972,945",11,3,1262
2506,PCC,13,"3,804.21","387,000,000",6,6,1264
1530,AWEA,13,0,"96,594,171",9,4,1263
1217,AGV,13,"5,019.30695","494,513,336",6,7,1263
3021,WELLTEND,13,"2,011.6","94,000,000",10,2,1264
6671,San Neng-K,13,"2,855.25","60,750,000",13,0,602
6499,Medeon,13,"4,829.158884","73,169,074",12,0,1263
3015,FSP,13,"7,584.0705","187,261,950",9,2,1265
3224,MetaTech,13,"3,108.333257","68,016,045",12,0,1264
4401,TLOONG,13,"4,258.134524","120,286,286",7,6,1263
4153,DIVA Labs.,13,"1,593.384496","61,759,089",8,3,1265
6131,-,13,-,-,0,0,0
2421,SUNON,13,"9,660.7665","250,929,732",7,5,1264
1569,Bin Chuan,13,"2,974.936547","120,678,387",7,6,1263
2820,CBF,13,"22,360.284","1,342,960,000",7,6,1263
6020,TACHAN,13,"5,324.651549","252,353,154",3,10,1263
6609,TTT,13,"2,133.836445","72,456,246",11,2,1263
1527,BASSO,13,"5,958.51","138,570,640",9,4,1263
2937,Gseven,13,"1,414.26154","36,638,900",9,4,1262
6163,HWACOM,13,"2,592.803701","122,881,692",11,2,1263
2358,TS,13,"2,853.7064","124,616,172",13,0,1263
8099,TSTI,13,"3,644.244","88,560,000",6,7,1263
4972,TONS,13,"1,248.211646","40,161,553",11,2,1263
6683,KSMT,13,"9,002.657283","27,075,661",7,3,743
4120,OEP,13,"3,539.282455","86,747,119",12,1,1263
2722,Chateau,13,"3,646.7694","111,522,961",6,7,1263
6740,-,13,-,-,0,0,0
3520,JVE,13,652.104486,"48,846,778",4,8,1264
4160,GGA Corp.,13,589.202489,"24,247,016",13,0,1263
6605,DEPO,12,"9,335.4408","165,816,397",8,2,1266
6461,Intech,12,"2,124.67716","100,686,000",10,2,1263
2363,SiS,12,"16,286.5116","681,444,870",7,5,1264
6237,CMEI,12,"8,148.231342","79,884,621",8,2,1266
4148,ACBT,12,"2,410.8801","64,034,001",7,4,978
4183,EPS Bio,12,443.87,"23,800,000",3,9,1264
1611,CE,12,"3,727.58925","322,735,742",9,2,1265
8040,IC+,12,"4,732.581876","68,988,074",4,7,1265
2035,TE,12,"13,037.5","350,000,000",6,5,1265
1752,NANG KUANG,12,"3,494.201131","100,988,472",10,2,1264
2374,ABILITY,12,"5,624.94555","287,721,312",5,6,1265
3169,ASIX,12,"11,164.35809","62,196,981",4,4,1268
2010,CHUN YUAN STEEL,12,"14,701.7685","647,655,390",5,6,1265
1560,KINIK,12,"10,700.6508","141,543,000",9,1,1266
5481,Sinotact,12,961.577872,"73,402,891",7,5,1264
1503,SEEC,12,"27,194.7384","520,972,223",10,0,1266
1796,GeneFerm,12,"1,474.536485","40,789,391",9,3,1188
4432,Haksport,12,822.07125,"50,589,000",6,6,1264
4714,UB,12,"1,860.35189","134,808,108",10,1,1265
00878,-,12,-,-,11,1,225
1315,TAHHSIN,12,"8,676.36","99,099,000",5,5,1266
4168,GlycoNex,12,"2,773.357495","97,481,810",8,3,1265
9907,TON YI,12,"20,528.885","1,579,145,342",10,2,1264
3013,UNEEC,12,"2,105.1225","155,935,018",4,8,1264
5906,TAINAN CAYMAN,12,"1,143.72","32,400,000",5,5,1266
5345,Team Young,12,277.875,"47,500,000",2,8,1266
5508,YCDC,12,"13,023.945167","217,428,133",10,2,1264
1416,KFIC,12,"2,075.8304","185,342,168",8,4,1264
1452,HONG YI,12,"3,143.5917","132,641,400",5,7,1264
2434,MOSPEC,12,630.7,"37,000,000",3,8,1265
2537,WE & WIN,11,"2,930.43075","300,557,795",6,4,1266
6283,SOE,11,"6,583.78995","147,906,343",8,2,1266
6574,MIKOBEAUTE,11,"1,074.2115","21,990,000",10,1,1197
3551,SHT,11,"4,087.79208","56,774,890",5,3,1268
5905,NRL,11,"2,904.199442","189,816,957",7,4,1265
8940,New Palace,11,917.8776,"67,491,032",4,7,1265
1333,-,11,-,-,0,0,0
6261,YTEC,11,"10,845.230272","128,497,989",9,1,1266
1539,GT,11,"1,140.7065","65,370,000",10,1,1265
6449,APAQ,11,"4,518.8124","88,953,514",6,5,1265
4973,Silicon Power,11,"1,495.562367","63,505,833",8,3,1265
1773,SHINY,11,"26,600","200,000,000",9,2,1265
8011,TTCC,11,"2,591.1171","147,642,417",5,3,1268
6248,TMP,11,939.372291,"30,675,184",8,1,1267
1339,Y.C.C.,11,"2,528.1058","74,138,875",9,2,1265
2069,YC,11,"5,174.6046","156,386,836",5,6,1265
2511,PHD,11,"21,509.0695","1,623,326,147",6,4,1266
6649,TWBM,11,826.65,"33,000,000",6,5,921
1603,CWCO,11,"5,185.1604","191,688,000",2,8,1266
3512,Huang Long,11,"2,494.8","84,000,000",9,0,1267
1240,MORNSUN,11,"1,885.797491","36,760,185",9,2,947
1451,NIEN HSING,11,"4,128.3","198,000,000",5,6,1265
3306,RoyalTek,11,"1,343.634488","50,607,702",8,3,1265
3217,ARGOSY,11,"8,244.534575","90,104,203",10,0,1266
2453,SYSCOM,11,"2,350","100,000,000",9,2,1265
6716,PDK,11,"3,776.6036","24,523,400",10,0,606
3611,TSC AUTO ID,11,"8,792.72658","42,476,940",10,1,1265
4720,TEX YEAR,11,"1,468.755","97,917,862",8,1,1267
6577,PSC,11,"2,371.80194","38,254,870",9,2,1264
8905,ECS,11,"2,352.968","119,440,000",7,3,1266
6654,TZI,11,"2,933.771904","33,262,720",10,0,880
8383,CF,11,"4,863.620634","118,192,482",5,5,1266
1419,SHINKO.TEX,11,"12,391.6933","300,041,280",7,4,1265
4563,QUASER,11,"1,780.38","54,950,000",10,1,1227
4107,BIOTEQUE,11,"7,588.167792","69,298,336",9,1,1266
8076,FIRICH,11,"8,908.76237","277,531,538",8,2,1266
1423,REWARD WOO,11,"2,477.36","138,400,000",5,5,1266
2243,HS,11,851.7082,"45,668,529",3,5,902
3138,Auden,11,"9,974.9335","46,721,663",10,0,1266
1109,HsingTa,11,"7,198.19485","341,957,868",5,5,1266
1464,De Licacy,11,"5,903.07275","384,565,652",8,3,1265
3465,NAE,10,"5,740.619798","32,160,335",6,4,1266
3693,AIC,10,"2,444.159069","38,490,694",8,1,1267
6756,VLI,10,"31,657.5","67,500,000",7,0,361
6425,EFC,10,"1,203.4152","43,602,000",9,0,1266
9105,CCET,10,-,"4,956,632,333",4,5,1267
9906,HSIN BA BA,10,"4,192.1529","83,343,981",5,5,1266
8068,Chander,10,"1,929.345775","68,659,992",9,1,1266
8107,KENMOS,10,"1,312.5","75,000,000",6,4,1266
1418,TONG-HWA,10,505.8072,"56,834,309",2,8,1266
2905,MERCURIES,10,"21,051.4525","909,350,956",4,5,1267
5283,Heran,10,"8,541","73,000,425",7,0,1269
3623,TTI,10,469.893731,"29,185,946",4,6,1266
3128,HI SHARP,10,913.5,"42,000,000",5,4,1267
8222,Aero Win,10,973.7366,"68,573,500",9,1,1266
1459,LAN FA,10,"4,393.193","358,628,907",5,4,1267
1514,AEC,10,"5,411.3262","228,326,672",7,1,1268
3056,ZongTai,10,"8,178.652","210,790,708",6,2,1268
2923,Sino Horizon,10,"49,511.4212","1,740,296,982",9,1,1266
2538,KeeTai,10,"5,743.6688","438,448,764",10,0,1266
2024,CHIH LIEN,10,"1,759.875","97,500,000",2,8,1266
1805,BLG,10,"1,099.6305","100,265,400",9,1,1266
6294,Tekom,10,"3,145.310848","24,572,741",9,0,1267
2743,Richmond,10,751.143365,"32,031,700",5,5,1265
3205,SLS,10,888.1383,"32,772,631",7,0,1269
5328,HJC,10,"2,659.74515","172,710,724",3,7,1266
6217,C.C.P.,10,"4,023.235785","65,879,935",5,3,1268
5364,LEALEA HOT,10,555.361345,"28,849,940",4,6,1266
6179,ATE ENERGY,10,"2,639.994593","88,146,731",9,0,1267
1227,S.F.C,10,"47,401.6102","915,089,591",4,5,1267
2020,MAYER PIPE,10,"6,753.6641","222,526,100",3,7,1266
1225,FOPCO,10,"11,328.8154","218,703,051",3,7,1266
4121,ROSSMAX,10,"1,622.80376","84,139,061",2,6,1268
5258,Castles,10,"3,133.97","89,542,579",4,4,1268
8374,ACE PILLAR,10,"2,699.8125","112,250,487",6,3,1267
6144,DMT,9,551.141294,"38,273,701",6,3,1267
8404,PAIHO SHIH,9,"11,803.4161","315,178,126",7,2,1267
1307,SAN FANG,9,"8,592.8688","397,818,126",3,5,1268
1442,ADVANCETEK,9,"9,191.8961","366,211,358",6,3,1267
1735,EMC,9,"1,779.0452","99,388,000",5,4,1267
6515,WinWay,9,"11,231.883","33,882,000",6,3,382
2607,EITC,9,"28,866.16405","1,067,141,094",8,1,1267
8481,Transart,9,"4,662.07","66,601,866",6,2,1267
9924,FUHSING,9,"7,622.8834","188,452,170",6,2,1268
3501,Well Shin,9,"5,694.07455","118,257,927",9,0,1267
5498,KEY WARE,9,"2,810.717521","189,913,346",6,1,1269
2107,FRG,9,"7,719.4513","342,326,000",5,4,1267
8429,Jinli,9,"2,684.04415","185,747,151",5,3,1268
1817,SANITA,9,"2,533.74","72,600,000",5,4,1267
4111,CHI SHENG,9,"1,267.871416","56,982,985",7,2,1267
1813,Polylite,9,830.112078,"46,635,510",7,2,1267
2608,Kerry TJ,9,"20,244.45","467,000,498",6,3,1267
5519,LD,9,"4,438.73925","219,197,180",9,0,1267
4536,TOPKEY,9,"11,761.19","90,820,000",8,1,1267
6703,SHINY,9,"1,807.52","20,800,000",7,0,647
3363,FOCI,9,"2,944.922107","87,127,873",5,4,1267
1538,JF,9,246.215,"26,410,551",2,7,1267
3390,SUNFLEX,9,"1,194.839544","67,505,059",6,3,1267
3010,WAH LEE,9,"20,061.445","236,017,941",8,1,1267
6560,APPROPHO,9,"1,805.020118","20,699,772",6,3,1266
6158,P-TWO,9,"1,732.830012","53,647,988",4,2,1270
2539,SAKURAD,9,"20,065.385","638,519,723",8,1,1267
5209,ACS,9,"1,781.916","27,299,000",8,1,1267
6210,KINTECH,9,"1,421.1964","35,048,000",6,2,1268
1323,YONYU,9,"3,221.9722","91,274,554",8,1,1267
4155,OK BIOTECH,9,"2,197.69895","94,933,651",7,0,1269
1414,TUNG HO,9,"3,861","220,000,000",3,4,1269
1236,Hunya,9,"1,527.6222","108,342,510",5,2,1269
3354,MICROCOSM,9,"1,177.888757","70,112,426",3,4,1269
6715,Lintes,9,"6,840","57,000,000",7,1,625
1521,DAIOKU,9,"3,285.513","76,230,000",6,3,1267
3272,GW,9,"2,132.688493","54,614,302",7,2,1267
2754,KURA SUSHI TW,9,"3,520.8192","45,840,000",7,1,479
4429,G-FUN,9,"1,415.22","34,350,000",6,1,1269
3284,TOP,9,889.607091,"68,961,790",8,1,1267
8101,Arima Comm.,9,509.8156,"208,088,795",3,5,1268
1104,UCC,8,"13,464.3454","653,609,192",5,3,1268
8467,BONNY,8,"1,971.4532","49,534,000",5,2,1269
4161,BIOPTIK,8,"1,392.850017","52,659,736",2,6,1268
4129,UOC,8,"2,296.48104","78,111,600",8,0,1268
2065,SF,8,"2,372.298739","50,337,485",7,1,1268
8077,GWH,8,"1,234.443859","109,728,343",7,0,1269
3029,ZERO ONE,8,"5,827.8698","126,418,212",6,2,1268
5604,CLTC,8,"8,354.531942","108,782,968",3,5,1268
6494,Nyquest,8,"4,560.375205","31,559,690",3,4,1268
3027,BILLION,8,"2,421.972","98,856,311",4,3,1269
3607,Coxon,8,"1,624.1877","121,662,239",8,0,1268
4933,UBRIGHT,8,"2,617.926106","79,801,675",7,1,1268
2485,ZINWELL,8,"6,258.4733","317,689,037",3,4,1269
4430,YAO I,8,"1,322.429812","56,273,609",6,2,1268
6187,ALL RING,8,"9,082.305318","83,323,902",7,0,1269
2007,YH,8,"11,860.04985","530,651,613",6,2,1268
4541,Magnate,8,"1,576.176684","67,647,068",6,2,1268
3666,OTI,8,"1,627.623525","58,613,600",7,1,1268
5864,CIS,8,"3,738.336743","251,739,848",5,3,1268
2462,LINETEK,8,"3,526.2573","141,934,596",7,1,1268
4931,STL,8,"1,244.264853","62,954,261",5,2,1269
6457,HYCON,8,"5,542.733808","29,854,792",8,0,1268
5312,FORMOSA,8,"3,477.468094","60,059,898",5,2,1269
8291,SMT,8,328.34528,"47,312,000",6,2,1268
8289,Taitien,8,"2,159.346974","68,333,765",5,1,1270
4144,-,8,-,-,6,2,1108
3040,G.V.,8,"2,438.1","63,000,000",6,2,1268
8482,SGH-KY,8,"7,874.6572","110,444,000",4,3,690
8147,NEXTRON,8,"1,456.345043","30,627,656",7,1,1268
4741,Jetbest,8,855.523263,"32,841,584",5,3,1268
2115,LU HAI,8,"3,976.12","99,403,013",7,1,1268
9929,CHOICE,8,969.2496,"101,280,000",4,4,1268
4764,DBC,8,"4,801.65","80,700,058",8,0,1137
6642,FUZETEC,8,"2,569.356779","37,399,662",5,2,890
1449,Chia Her,8,"1,234.1","88,082,500",5,2,1269
1781,H&L,8,677.928752,"47,407,605",5,3,1268
8488,JYPKG,8,"1,073.25","67,500,000",3,3,1096
2832,TFMI,8,"7,225.89","362,200,400",5,3,1267
2527,Hung Ching,8,"8,082.1494","270,306,000",6,2,1268
8433,BON FAME,8,"2,104.09664","52,081,600",5,2,1269
4510,KAFO,7,"1,204.319182","108,010,689",4,2,1270
8444,Green Rive,7,"9,649.935838","89,766,845",5,1,1270
4557,Yusin,7,"2,539.7504","41,971,840",5,2,1269
1568,T.Y.,7,"2,278.2006","103,086,559",3,1,1272
2390,EVERSPRING,7,"4,687.0599","214,021,602",2,5,1269
6129,PTC,7,"5,564.018006","180,943,675",4,2,1270
1233,Ten Ren,7,"3,043.8576","90,591,948",7,0,1269
5601,TACT,7,"2,005.56","64,800,000",1,6,1269
8103,CviLux,7,"3,781.8487","78,953,413",6,1,1269
2486,I-CHIUN,7,"13,028.9346","221,958,579",5,2,1269
9951,MACAUTO,7,"6,089.37","74,900,000",4,1,1271
1437,GTM,7,"5,084.275","203,371,284",0,6,1270
8411,KINGCAN,7,"2,666.0496","175,398,185",5,1,1270
1473,TAINAN,7,"2,678.1846","147,153,534",6,1,1269
6174,AKER,7,"1,425","50,000,000",5,1,1270
6134,WSC,7,"1,110.472439","72,579,898",4,3,1269
2302,RECTRON,7,"2,777.2434","166,302,881",6,1,1269
6142,CAMEO,7,"3,077.6986","330,779,215",3,3,1270
2457,PHIHONG,7,"12,426.9184","337,688,416",2,3,1271
4141,Rotam,7,"3,483.0687","176,708,230",3,3,1270
6164,LEDTECH,7,"1,415","100,000,239",3,4,1269
00677U,-,7,-,-,2,5,1088
5225,EASTECH,7,"1,200.7219","61,418,000",4,2,1270
2493,AMPOC,7,"4,382.9371","114,437,390",7,0,1269
6276,Antec,7,755.76,"31,490,000",5,2,1269
6697,ITTS,7,"1,069.709701","27,323,364",6,0,662
1612,HONG TAI,7,"8,360.316","316,080,063",5,1,1270
8054,Alcor Micro,7,"3,982.396059","70,484,886",4,3,1269
8443,ASO,7,784.9,"66,800,000",3,4,1269
8390,JYD,7,"4,053.385908","119,922,660",3,2,1271
8059,CTI,7,"2,140.8143","188,618,000",3,4,1269
1203,VE WONG,7,"7,824","240,000,000",6,1,1269
4502,RT,7,"2,179.741964","50,750,686",4,3,1269
4568,KOGE,7,"2,073.94025","30,276,500",6,1,886
4533,SEYI,7,"1,790.305443","158,434,110",3,3,1270
2066,SUMEEKO,7,"1,872.597231","36,502,870",5,1,1270
3537,PODAK,7,"1,839.948888","53,564,742",5,2,1269
6594,Alcorlink Corp.,7,"1,018.351567","29,179,128",3,4,1009
3588,LD,7,"7,057.344","52,864,620",5,2,1269
1321,opc,7,"7,509.8854","227,228,268",5,1,1270
6263,Planet,7,"4,193.814684","62,500,964",6,1,1269
3357,TAI-TECH,7,"13,149.585","103,134,000",4,3,1268
9902,TIDEHOLD,7,"1,299.14925","98,049,600",6,1,1269
3287,Kworld,7,762.88788,"43,970,483",2,5,1269
3518,PT TECH.,7,"1,925.9352","80,752,230",7,0,1269
1714,HO TUNG,7,"10,574.9696","1,016,824,808",3,4,1269
4545,MAP,7,"2,067.45","77,000,000",5,2,1269
3025,LOOP,7,"1,659.528","70,920,550",5,1,1270
6674,CBN,7,"1,965.5695","66,970,391",5,2,840
3672,CTS,7,769.600744,"32,268,375",3,3,1270
1721,SUNKO,7,"3,231.8145","188,995,242",6,1,1269
3313,FCE,7,"1,116.109769","98,770,776",6,1,1269
5381,UNIPLUS,7,"1,145.797483","180,156,837",3,4,1269
2070,Ching Chan,7,"1,161.15186","35,782,800",4,2,1269
1524,GORDON,7,"1,653.1","165,310,397",5,2,1269
8071,ABICO,7,676.698393,"51,854,283",3,2,1271
2033,CHIA TA,7,"1,315.3122","80,694,536",3,4,1269
1532,CMP,7,"12,035.904","376,122,112",6,0,1270
6527,Crystalvue,6,"1,156.7514","24,276,000",2,3,1270
6207,LASERTEK,6,"2,507.820311","83,873,589",4,2,1270
2755,YoungQin,6,"1,116","20,000,000",6,0,461
8906,Forward,6,493.541865,"34,037,370",3,3,1270
3071,ADDA,6,"2,497","110,000,000",4,2,1270
8936,KTI,6,"5,321.276468","248,078,157",5,0,1271
3229,CHEER TIME,6,414.00045,"93,515,881",3,3,1270
3339,TEKCORE,6,907.880435,"43,281,649",3,3,1270
3064,Astro,6,395.72869,"26,738,425",2,4,1270
8064,CONTREL,6,"3,255.152261","164,817,836",4,1,1271
6289,AOC,6,214.86948,"104,778,136",2,4,1270
8495,-,6,-,-,0,0,0
4564,MOSA,6,"8,042.672","182,788,303",5,0,1071
4402,FU TA,6,299.866732,"45,991,830",3,2,1271
5468,TMTECH,6,506.376944,"27,822,909",2,4,1270
1584,STC,6,"2,400.422447","122,470,533",2,4,1270
5310,CGS,6,917.337565,"64,601,237",4,2,1270
6590,Provision,6,"1,018.822625","18,291,250",6,0,1158
2443,LEAD DATA,6,437.061,"145,687,000",3,2,1271
3372,TICP,6,"3,872.25","172,100,000",3,3,1270
1512,JL,6,672.6674,"236,702,494",3,2,1271
6556,Topview,6,"1,299.5","28,750,000",3,2,1270
8249,CSI,6,"3,443.1905","127,055,000",4,2,1270
2516,New Asia,6,"1,280.73348","226,278,457",5,1,1270
1474,HONMYUE,6,"1,980.914","129,896,969",2,2,1272
1617,JSW,6,"2,401.47945","144,233,235",3,2,1271
3171,XIN CHIO,6,"1,394.103464","66,703,515",3,2,1270
6470,U-MEDIA,6,"1,446.713925","32,694,100",6,0,1269
3219,SQ,6,"6,958.112832","70,283,968",3,3,1270
1471,SL,6,"1,025.1687","150,414,536",5,1,1270
3030,TRI,6,"13,204.4744","236,216,000",4,1,1271
3092,HOTRON,6,"5,436.2844","92,318,112",6,0,1270
1466,Acelon,6,"1,695.14425","111,157,320",3,0,1273
1531,KAULIN,6,"2,689.8572","183,608,080",5,1,1270
5215,KO JA,6,"4,722.3358","64,337,500",3,3,1270
4722,QPC,6,"4,110.3699","100,009,159",3,3,1270
5220,HIGGSTEC,6,"1,461.72895","39,667,000",6,0,1269
3712,FIT,6,"8,199.8586","246,242,146",5,0,660
4416,SHANYUAN,6,"6,797.972384","60,393,061",4,2,1270
5521,KSECO,6,"4,223.7624","492,280,155",4,2,1270
8427,KEYSHEEN,6,"5,515.4069","104,261,000",2,3,1271
3325,Casing,6,"1,345.689806","84,634,579",3,2,1271
2611,TSI,6,"3,728.494","171,820,247",5,1,1270
1777,SYN-TECH,6,"2,062.08513","30,059,550",3,3,1270
8201,BESTA,6,"1,082.0501","62,366,275",3,3,1270
1776,Headway,6,"1,624.7385","70,335,299",5,1,1270
2305,MII,6,"1,692.5818","205,660,827",5,0,1271
9955,SDTI,6,"1,837.1024","103,208,229",3,2,1271
1436,HUA YU LIE,6,"4,819.9536","95,634,000",6,0,1270
2936,COASTER,6,"1,977.43","76,055,696",6,0,1152
4729,MILDEX,6,"1,200.9205","102,206,000",6,0,1270
6205,COXOC,5,"2,870.35565","72,029,022",2,1,1273
3597,AVI,5,"1,084.348355","39,146,150",5,0,1270
5474,YUAN,5,"4,741.82342","40,355,944",4,1,1271
1342,CCI Yilan,5,"3,527.94","67,845,363",5,0,415
8284,MITAKE,5,"2,094.6584","46,342,000",4,1,1270
6733,BioGend,5,"2,422.286611","101,630,000",4,1,490
2211,EGST,5,"20,537.0709","419,981,963",5,0,348
6525,GEM,5,"12,853.0812","129,047,384",4,1,1267
8416,SWTC,5,"3,300.65307","28,210,710",5,0,1271
00861,-,5,-,-,5,0,392
1810,HCG,5,"5,270.40525","369,853,610",3,2,1271
6198,AVERLOGIC,5,834.112648,"22,635,350",2,3,1271
6247,JAZZ SPEAKERS,5,603.21,"60,321,000",3,2,1271
6115,I-SHENG,5,"7,975.635","187,662,154",2,2,1272
4905,TAINET,5,"1,658.125462","30,029,044",3,2,1271
6570,APLEX,5,"1,016.912783","30,086,177",4,1,1270
6680,SINTRONES,5,951.615,"18,550,000",4,0,762
6126,SINGATRON,5,"3,247.093427","126,839,587",3,2,1271
3508,Ways,5,"3,176.981221","102,141,737",4,1,1271
6712,Ever Supreme,5,"14,111.81725","61,608,500",4,1,642
6194,YUFO,5,"1,524","60,000,000",2,0,1274
4745,CMH,5,"1,909.131334","77,449,547",3,2,1271
3541,CYP,5,"3,350.441378","56,787,142",5,0,1271
4755,SAN FU,5,"6,999.067","100,706,000",4,1,1271
5383,KENLY,5,"2,183.510973","79,400,399",2,3,1271
3498,USUN,5,"2,205.687028","63,473,008",2,3,1271
3259,3S,5,"2,367.598251","64,687,642",2,3,1271
8929,FBIC,5,"1,095.075662","50,580,862",4,1,1271
6651,CYSTEK,5,"3,675.399253","32,963,222",4,1,904
5315,U.R.T.,5,"1,669.723762","106,351,832",5,0,1271
4767,CHETAY,5,859.20025,"31,415,000",5,0,903
4163,INTAI,5,"4,109.491169","48,290,143",4,1,1271
2850,SK Insuran,5,"14,565.8943","315,963,300",4,1,1271
4930,Star  Comgistic,5,"3,062.04","134,300,000",2,2,1272
8455,Daito ME,5,451.421102,"25,219,056",5,0,1270
6291,AIC,5,"2,305.5","53,000,000",0,5,1271
5455,SY,5,"1,922.478212","65,501,813",3,2,1271
3213,Mildef,5,"3,456.578718","58,685,547",4,1,1271
3073,Teamphon,5,434.328722,"27,099,556",1,4,1271
3047,EDIMAX,5,"2,045.196","189,370,233",5,0,1271
3523,EFUN,5,690.433526,"61,829,868",5,0,1271
3360,SUNNIC,5,975.640167,"68,707,054",5,0,1271
6762,Delta Asia,5,"5,749.569072","21,574,368",3,2,365
7556,YEEDEX,5,"2,599.25444","22,027,580",5,0,388
9905,GCM,5,"7,869","305,000,000",2,3,1271
6496,Excelsior,5,"1,372.0098","46,667,000",3,2,1270
2059,king slide,5,"40,691.819","95,297,072",4,0,1272
1537,KUNG LONG,5,"11,571.306","82,066,394",4,1,1271
3276,tht,5,"1,219.971655","69,712,666",2,2,1272
6640,GMM,5,"2,499.6426","28,276,500",5,0,938
4109,Murad,5,"1,187.304691","88,936,681",2,3,1271
1709,FUCC,5,"9,731.1264","477,016,272",3,2,1271
6124,YCTC,5,"4,999.950493","182,479,945",2,1,1272
