code,Name,News_size,Market_cap,Shares_outstanding,Positive,Negitive,None
6579,AAEON,51,"9,622.6704","148,498,468",44,7,1182
2338,TMC,51,"20,166.4974","252,713,611",39,10,1227
2231,CUB,51,"20,847.636","121,916,665",36,9,1231
3321,UNIFLEX,50,"2,014.2576","156,144,825",34,11,1231
8466,M.J.,50,"3,547.3683","66,059,000",38,9,1086
4952,Generalplus,50,"7,138.264","108,815,816",35,12,1229
8038,CAEC,50,"2,299.855606","59,814,190",24,25,1227
8938,ADVANCED  GROUP,50,"10,689.705038","135,312,722",35,4,1237
7402,Brinno,50,"1,030.148192","24,822,848",39,9,1227
8499,TOP BRIGHT,49,"5,989.2525","51,855,308",41,5,826
6257,SIGURD,49,"26,046.4694","444,479,142",37,9,1230
8489,Samebest,49,"1,289.244938","37,752,414",42,3,1230
4171,GeneReach,49,"3,317.90765","41,787,250",39,4,1232
4506,GFC,49,"11,611.9872","177,012,000",38,9,1229
8446,HIM Music,49,"4,661.759081","52,914,405",30,12,1234
4414,ROO HSING,48,"6,911.63416","818,914,949",31,16,1229
1304,USI,48,"40,893.4472","1,188,763,500",26,18,1232
1432,TRK,48,967.5,"75,000,000",28,17,1231
6491,PEGAVISION,48,"38,080","70,000,000",32,10,1233
1409,SSFC,48,"30,507.00965","1,618,409,291",37,7,1232
6284,INPAQ,48,"8,200.549949","140,180,341",32,12,1232
4556,BSI,47,"1,283.7446","41,884,000",37,6,1232
5530,LUNG YEN,47,"18,903.788955","420,084,199",25,11,1240
1218,TAISUN,47,"13,649.9727","499,999,038",33,11,1232
2008,KHC,47,"3,695.6768","200,852,293",15,31,1230
8480,Taisun-KY,47,"4,142.985","39,270,000",33,8,1173
3653,JENTECH,47,"45,094.752","122,208,402",34,10,1232
3374,Xintec,47,"36,634.18266","271,364,316",23,22,1231
1210,GREATWALL,47,"45,760.9383","852,159,259",36,5,1235
1310,T.S.M.C.,47,"9,580.82235","527,869,764",17,21,1238
6535,LUMOSA,46,"5,332.481378","151,972,825",39,3,1233
8183,ITC,46,"6,056.490847","121,251,068",31,12,1233
3167,TALIANG,46,"6,474.8272","80,134,116",32,6,1238
1316,SUN YAD,46,"2,706.66725","187,750,771",41,4,1231
3669,AVer,46,"4,683.1176","92,919,950",29,10,1237
2106,KENDA,46,"27,827.946","909,410,000",24,14,1238
8114,POSIFLEX,46,"6,817.811","74,921,772",32,14,1230
1595,CBT,46,"1,845.849446","47,148,134",28,8,1240
4766,NAN PAO,45,"16,759.23","120,570,780",31,6,921
1731,Maywufa,45,"2,558.61375","132,915,244",19,25,1232
4157,TAIGEN,45,"11,433.664591","716,844,175",37,7,1232
1325,UK,45,"3,496.521","85,281,198",21,19,1236
3533,LOTES,45,"61,254.706","105,977,900",36,5,1235
2323,CMC,45,"10,221.33042","1,158,881,200",22,21,1233
2643,Soonest,45,"2,046","30,000,000",29,9,1237
4991,GCS,45,"4,465.60757","91,726,567",22,16,1238
6125,KENMEC,45,"6,922.50997","249,011,150",32,1,1243
2617,TAIWANLINE,45,"14,626.1547","417,294,487",30,10,1236
4935,GLT,45,"10,540.4285","130,937,091",33,5,1238
3303,UNIVACCO,45,"2,272.519206","96,089,607",37,4,1235
4953,WITS,44,"5,674.908262","66,921,088",34,5,1237
6426,APOGEE,44,"2,722.5863","38,509,000",22,14,1240
1599,AEON,44,"2,982.240678","74,528,764",39,2,1235
1785,Solar,44,"29,596.56215","591,931,243",25,15,1236
2464,Mirle,44,"8,173.1958","195,531,226",31,8,1237
9939,Hon Chuan,44,"18,734.8035","287,785,879",30,10,1236
8464,Nien Made,44,"111,933.64","293,020,200",31,8,1237
1604,SAMPO,44,"11,461.12","387,200,000",35,6,1235
3257,CHAMPION,43,"5,726.9976","79,986,590",12,30,1234
3645,TMT,43,"5,328.42925","130,759,894",30,5,1241
8933,IDEAL,43,"3,295.527213","293,278,711",21,18,1237
4735,Avita,43,"2,123.576085","36,931,758",35,4,1237
4552,Lida,43,"3,648.2","116,000,000",34,6,1164
6643,M31,43,"12,433.246","31,606,000",23,14,879
5392,ABICO AVY,43,"4,376.572743","169,963,990",35,3,1238
3527,MBI,43,"9,577.924438","44,445,125",35,6,1235
2314,MTI,43,"17,968.6064","228,028,320",24,14,1238
2362,CLEVO CO.,42,"22,384.33535","649,763,000",25,12,1239
2312,KINPO,42,"19,098.677","1,469,129,211",33,7,1236
6214,SYSTEX,42,"23,248.6159","269,393,304",34,8,1234
9925,SKS,42,"14,957.0754","387,489,605",35,4,1237
6169,InterServ,42,450.35298,"23,394,960",26,9,1241
4180,-,42,-,-,0,0,0
3540,Thermaltak,42,"2,948.235212","66,613,044",37,4,1235
3268,Higher Way,42,862.397818,"33,426,272",9,33,1234
5536,ACTER,42,"10,608.140641","57,186,742",33,6,1237
4190,JDS,42,"4,635.5554","60,914,700",34,3,1239
1472,TRI OCEAN,42,0,"24,988,082",21,19,1236
6541,Tanvex,41,"18,149.836","352,424,701",27,8,1240
1609,TA YA,41,"15,985.90125","595,068,022",30,6,1240
2340,OPTOTECH,41,"16,242.8838","438,622,846",31,10,1235
5531,Shining,41,"10,851.2379","977,589,245",32,4,1240
5904,POYA,41,"50,005.943757","100,859,462",30,4,1242
2239,Cayman Engley,41,"7,670.455","118,007,000",28,7,1241
6613,Novatech,41,"4,970.452","33,928,000",31,8,1057
3416,WinMate,41,"4,934.76","72,475,947",31,9,1236
2605,SNC,41,"16,214.2781","585,353,297",24,14,1238
4526,TONGTAI,41,"4,077.216","254,826,461",31,6,1239
2419,H.T.,41,"4,808.706","328,986,229",33,4,1239
1234,HEY-SONG,40,"14,065.485","401,871,094",34,3,1239
1457,YI JINN,40,"5,203.41075","301,647,640",27,10,1239
3437,AOT,40,"3,526.9712","144,548,000",20,14,1242
3041,ALi,40,"5,515.57305","193,869,746",13,23,1240
2939,KE,40,"1,616.954","45,548,665",21,14,912
3679,Nishoku,40,"5,292.6606","62,561,229",11,28,1237
6186,Shin Ruenn,40,"3,720.609515","130,034,408",34,4,1238
3305,SHENMAO,39,"9,050.4484","128,012,220",29,3,1244
4306,YC,39,"9,690.9424","629,947,248",32,3,1241
4906,GEMTEK,39,"9,944.0354","362,921,547",24,10,1242
1737,Taiyen,39,"6,590","200,000,000",30,4,1242
8081,GMT,39,"19,345.614","86,172,072",30,7,1239
5534,CHONG HONG,39,"21,425.985","290,325,960",25,8,1243
3004,NAFCO,39,"3,085.1142","52,647,155",27,11,1238
6015,HORIZON Sec.,39,"5,326.150078","330,816,775",25,14,1237
3703,CHC,38,"20,745.018","823,215,980",26,10,1240
3356,GeoVision,38,"2,824.99625","89,825,703",22,13,1241
3535,Favite,38,"1,312.2632","79,052,356",24,11,1241
6170,WELLDONE,38,"4,609.039953","89,670,038",31,2,1243
5475,GLOTECH,38,"3,858.304966","127,127,017",19,14,1243
5386,ALBATRON,38,"1,139.818314","24,778,659",14,22,1240
8070,CHANG WAH,38,"23,302.3622","689,419,426",31,5,1240
1313,UPC,38,"30,843.83305","1,332,347,607",22,14,1240
2640,TaiwanTaxi,37,"4,302.635806","59,264,956",31,4,1241
6277,ATEN,37,"10,083.3524","119,471,166",27,8,1241
4137,CHLITINA,37,"18,958.842","79,492,350",28,7,1241
2349,RITEK,37,"6,784.18062","693,679,663",19,16,1241
4939,AEM,37,"2,027.847924","98,200,868",21,11,1244
6464,top MSO,37,"12,978.876","130,310,037",23,11,1241
1597,cpc,37,"7,014.5568","81,187,549",28,3,1245
2405,SHUTTLE,37,"4,052.4386","343,427,303",27,7,1242
5434,TOPCO,37,"25,074.462","181,699,567",33,3,1240
5299,EMC,37,"6,794.987032","35,473,161",26,9,1241
1565,St.Shine,37,"14,847.663962","50,416,516",22,11,1243
8497,-,37,-,-,0,0,0
1736,JHT,37,"17,700.8128","303,616,617",27,6,1243
3018,TUNG KAI,37,"1,188.63875","73,147,132",25,10,1241
3131,GPTC,36,"10,605.413445","29,216,015",21,10,1245
6435,Sinopower,36,"4,597.0375","33,433,000",23,12,1241
5301,CJW,36,940.973139,"104,552,571",19,17,1240
6146,SPORTON,36,"21,877.19369","97,016,380",26,7,1243
3587,ma-tek,36,"8,910.781451","62,313,157",25,7,1244
5349,-,36,-,-,0,0,0
1213,OCEANIC,36,0,"56,622,627",7,26,1243
2360,CHROMA,36,"76,315.211","421,631,537",28,6,1242
2501,CATHAY RED,36,"22,611.4395","1,159,561,059",25,6,1245
5284,jpp,36,"1,945.2312","43,664,608",30,4,1242
3707,EPISIL,36,"49,290.478278","319,934,073",25,7,1243
1730,FARCENT,36,"4,015.2955","63,233,851",16,20,1240
4554,Orange,35,664.75939,"21,374,900",20,10,1245
4977,PCL,35,"5,790.4827","68,689,841",20,8,1248
6206,FLYTECH,35,"10,429.2198","143,062,324",28,5,1243
2373,Aurora,35,"20,974.7376","236,202,518",27,5,1244
5223,Anli,35,"2,140.616977","44,549,781",27,3,699
5305,-,35,-,-,0,0,0
6432,ARLITECH,35,"1,052.393524","30,592,835",14,20,1242
6591,SUN MAX,35,"1,593.61605","32,097,927",21,9,1082
1528,ANDERSON,35,"2,112.9086","199,331,000",29,4,1243
6235,Waffer,35,"3,285.57075","170,679,456",22,11,1243
2483,ECE,35,"2,770.9622","109,093,807",26,5,1245
6472,Bora,35,"14,913.87704","67,644,280",26,5,1244
3552,TUNG THIH,35,"17,161.386275","85,592,949",25,8,1243
1308,APC,35,"23,185.66415","593,743,919",23,11,1242
8928,DYNAMIC,34,"1,746.835415","50,854,015",22,5,1249
2441,GTK,34,"45,223.1775","568,845,921",21,10,1245
2023,YP,34,"46,886.1112","1,890,569,518",22,11,1243
1789,SPT,34,"19,610.3272","790,739,222",22,11,1243
8155,ACCL,34,"7,139.986","49,756,000",17,8,1251
3088,AXIOMTEK,34,"4,549.608778","84,413,568",31,3,1242
3624,VIKING,34,"4,857.910859","117,340,842",18,14,1244
2719,STAR TRAVE,34,432.71567,"34,072,100",14,17,1245
5213,YeaShin,34,"7,286.142948","346,959,188",21,6,1249
3548,JARLLY,33,"3,180.421954","60,121,398",26,4,1246
2103,TSRC,33,"26,463.97345","825,709,978",20,12,1244
3310,CHIALIN,33,"1,497.761917","50,260,467",27,3,1246
4119,SCI,33,"7,439.796","95,382,372",14,14,1248
4763,ACE,33,"5,851.6425","58,575,605",29,2,1245
6138,Anpec,33,"13,465.67125","73,784,500",18,11,1247
3014,ITE,33,"16,752.32","161,080,124",22,7,1247
2499,-,33,-,-,14,17,1244
5706,PHX TOUR,33,"2,869.25175","67,117,317",19,14,1243
4726,Mycenax,33,"5,335.90836","153,318,200",26,4,1246
6542,GAMESPARCS,33,"2,499.037485","42,000,630",24,8,1243
3055,Spirox,33,"2,940.0567","102,441,918",23,9,1244
5512,RICH,32,"6,814.973242","743,992,712",24,5,1247
8450,PILI,32,"1,180.128781","51,309,947",25,4,1247
6482,FUN YOURS,32,592.478602,"17,148,440",20,8,1247
1720,S.C.P.C,32,"6,888.7308","178,696,089",24,8,1244
8926,TCC,32,"22,531.086","589,048,595",16,12,1248
2816,UNION INS.,32,"4,349.1756","223,608,000",7,25,1244
2540,JSL,32,"12,546.028","146,600,000",21,9,1246
8406,GINKO,32,"19,560.208694","97,072,996",23,6,1247
6679,ZILLTEK,32,"13,401.915195","42,171,335",25,4,737
4128,MICROBIO,32,"29,518.6583","466,329,515",21,8,1247
6231,Insyde,32,"2,975.000762","38,043,488",24,7,1245
2417,AVERMEDIA,32,"4,189.59795","154,313,864",23,6,1247
1734,SINPHAR,31,"4,897.4824","167,722,022",18,10,1248
3016,EPi,31,"26,735.2714","280,538,097",16,14,1246
3311,Silitech,31,"2,064","68,000,000",19,9,1248
2530,DELPHA,31,"7,759.2048","720,752,466",26,3,1247
4175,MedFirst,31,"2,508.544317","31,612,375",27,2,1247
3479,Avalue,31,"3,476.890585","70,525,164",26,4,1246
6279,HU LANE,31,"13,353.730738","99,654,707",23,5,1248
1455,ZIG SHENG,31,"9,091.8648","531,688,380",17,12,1247
8432,tsh,31,"1,712.557044","38,398,140",18,13,1245
8472,GOMAJI,31,"1,002.0727","17,735,800",23,5,1247
8112,Supreme,31,"19,218.0456","428,496,473",25,6,1245
1582,SYNCMOLD,31,"8,734.9144","123,724,171",23,5,1248
3049,HannsTouch,31,"9,602.6812","806,948,529",20,9,1247
3031,BRIGHT,30,"4,251.1716","181,674,224",19,8,1249
4198,S&S,30,494.5156,"80,540,000",11,18,1247
6592,HOTAI FINANCE,30,"45,474.5","515,000,407",24,5,627
6497,-,30,-,-,0,0,0
1598,Dyaco,30,"8,682.0336","133,982,254",24,2,1249
3264,Ardentec,30,"29,116.102514","490,170,076",25,4,1247
5443,GPM,30,"5,366.92468","165,136,144",25,4,1247
5243,ESON,30,"11,240.8176","168,528,915",19,10,1247
3046,AOPEN,30,810.7936,"71,448,013",16,11,1249
5457,SPEED TECH,30,"14,356.2584","169,295,500",25,4,1247
1447,LP,29,"9,464.94045","914,487,242",20,5,1251
8342,I JANG,29,"1,710.371292","33,536,692",21,7,1206
2752,TOFU,29,"3,614.137488","23,019,984",21,5,669
3062,CyberTAN,29,"8,691.60225","328,605,418",16,8,1252
1808,RUN LONG,29,"23,492.5404","392,196,637",24,4,1248
5425,TSC,29,"21,524.941463","265,085,486",20,7,1249
6561,Chief,29,"20,080.994835","70,459,631",24,2,949
5009,GMTC,29,"9,682.803009","456,735,991",16,9,1251
3234,TrueLight,29,"2,072.464153","76,474,692",11,12,1253
3022,IEI,29,"7,823.2471","176,597,790",17,10,1249
4192,SynCore,29,"8,366.0979","115,077,000",23,3,1250
6465,ATrack,29,743.455407,"32,826,306",22,7,1246
6667,Trusval,29,"2,665.184826","39,778,878",19,7,847
6641,GSD-KY,29,"2,075.7","37,000,000",14,9,647
1519,FE,29,"9,580.8286","261,058,548",22,1,1253
1515,REXON,28,"12,158.691","181,473,500",22,2,1252
3178,GPI,28,"3,338.205","45,050,000",24,1,1251
4108,PhytoHealt,28,"4,429.1814","198,618,879",18,9,1249
3483,Forcecon,28,"5,551.048775","74,220,485",13,11,1252
6573,HY,28,"1,968.20055","80,499,345",14,9,889
8033,TT,28,"2,360.7962","132,629,775",27,0,1249
2496,SPC,28,940.675,"19,100,440",18,10,1248
8109,P-DUKE,28,"5,549.072386","77,609,404",17,10,1249
6581,TSU,28,"8,790.33","111,270,887",20,4,1142
8234,NEXCOM,28,"3,290.576798","141,226,472",24,2,1250
4106,APEX,28,"2,213.87175","100,911,557",19,6,1251
8050,IBASE,28,"6,906.891147","177,099,773",21,5,1250
1440,TAINANSPIN,28,"37,609.7005","1,656,815,857",18,9,1249
8104,RiTdisplay,28,"3,291.6356","68,009,012",21,5,1174
1583,GOODWAY,28,"7,010.4","110,400,372",13,8,1255
8415,Brighton-Best,28,"35,844.625","1,031,500,000",21,6,1249
4560,STRONG H,28,"2,930.966","68,162,990",24,3,1076
5291,EISO,28,"1,331.617659","39,222,906",20,2,1254
2415,CX TECH,28,"3,700","80,000,000",18,6,1252
3141,UltraChip,28,"16,081.184448","73,603,178",17,10,1249
6177,DA-LI,28,"11,831.255","387,910,616",23,2,1251
6275,Y.S.TECH,28,"2,177.35206","69,786,925",21,5,1250
5607,Farglory FTZ,28,"11,613.9395","229,979,100",6,20,1250
6023,Yuanta,27,"14,223.336926","289,976,288",19,5,1252
4903,UFOC,27,902.79327,"90,279,327",12,12,1252
1784,BIONET,27,"2,114.106962","49,626,924",22,2,1252
5340,BAOTEK,27,"8,049.120713","194,893,964",14,7,1255
2351,SDI,27,"30,235.24","182,140,249",20,7,1249
8367,CS,27,"4,470.3181","81,131,938",9,18,1014
1717,ETERNAL,27,"45,642.2672","1,240,279,455",23,1,1252
3149,G-TECH,27,"5,983.9296","206,393,604",13,11,1252
6629,TK-KY,27,"1,936.432102","35,661,733",23,1,478
1413,H.C.,27,"1,031.3312","132,112,454",18,9,1249
1103,CHC,27,"15,650.556","774,780,548",17,9,1250
6238,-,27,-,-,0,0,0
9911,TAIWAN SAKURA,27,"15,478.47","221,121,188",20,5,1251
3622,YFO,27,"4,562.50905","151,327,600",18,8,1250
6576,Foresee,27,"10,151.274672","117,302,380",23,0,1248
6290,LONGWELL,27,"8,304.460271","147,766,197",14,10,1252
6411,Amazing,27,"18,673.819524","91,520,331",18,7,1251
6288,EOI,27,"5,297.836","182,684,070",22,2,1252
4576,HMC,26,"12,519.2045","119,801,848",21,2,623
5285,Jih Lin,26,"11,478.858","94,089,259",21,4,1251
5289,InnoDisk,26,"15,821.54616","82,516,040",23,3,1250
6223,MPI,26,"12,041.246208","93,000,052",15,7,1254
5701,JFS,26,812.022262,"253,756,957",10,13,1253
8942,Xxentria,26,"11,210.789408","165,840,080",16,9,1251
3526,ALLTOP,26,"9,180.161504","56,345,807",16,6,1254
2102,FEDERAL,26,"12,732.5501","473,329,207",14,12,1250
4760,ample,26,"3,226.716","32,100,733",20,2,1253
6139,L & K,26,"6,574.491","225,540,929",15,6,1255
1336,TAIHAN,25,"1,615.211878","77,098,419",18,7,1251
1614,Taiwan San,25,"9,297.85415","269,113,406",17,5,1254
8996,KAORI,25,"4,496.0152","89,384,080",19,1,1256
6596,KHAM Inc.,25,"1,489.5","30,000,000",21,3,1125
6569,Onyx,25,"3,222.82845","30,261,300",20,4,1251
4188,Amcad,25,952.66306,"53,221,400",22,3,1251
2429,PWT,25,518.6112,"39,748,200",4,21,1251
4116,BMTC,25,"1,221.1084","44,566,000",21,3,1252
2109,HWA FONG,25,"4,483.55145","279,349,134",14,10,1252
2702,HG,25,"2,552.2035","110,485,538",13,11,1252
2745,LIFE TRAVEL,25,655.045556,"29,308,526",12,13,1250
1434,F.T.C.,25,"50,539.92","1,684,664,637",23,2,1251
8261,APEC,25,"8,500.03","81,340,493",14,11,1251
6666,LLF-KY,25,"3,179.7348","47,388,000",17,5,609
4529,EPTECH,25,867.548684,"84,593,396",21,4,1251
2712,FGH,25,"3,984.75","105,000,000",14,9,1253
2401,SUNPLUS,25,"21,903.778","591,994,919",16,5,1255
3323,Celxpert,24,"3,722.179114","80,305,914",11,12,1253
1710,OUCC,24,"21,124.01655","885,703,029",19,4,1253
2329,OSE,24,"13,808.9376","556,812,033",17,6,1253
2032,Sinkang,24,"3,080.2956","130,521,545",11,11,1254
6168,HARVATEK,24,"5,151.725","206,069,801",13,6,1257
2524,KTC,24,"13,569.2035","371,759,023",21,3,1252
9946,SanFar,24,"4,963.6208","326,554,150",8,14,1254
8066,LIFESTYLE,24,"1,061.361101","30,152,304",18,3,1255
1522,TYC,24,"6,242.29515","312,897,881",13,9,1254
1258,Kee Song,24,675.643165,"36,819,791",19,3,1254
6441,IBG,24,"2,202.348111","42,434,453",19,3,1254
2740,Mr. Onion,24,270.302422,"13,185,484",14,9,1252
2108,Nantex,24,"40,131.904","492,416,659",14,10,1252
5703,Landis Taipei,24,"1,657.654418","70,239,594",14,9,1253
8279,SYNGEN,24,"2,631.492632","27,100,851",16,7,1252
2028,WEI CHIH,24,"11,758.2754","325,714,800",14,9,1253
8403,SHAREHOPE,23,"3,103.947316","114,325,868",19,2,1255
4728,SunMax,23,"4,406.0567","54,463,000",14,6,1256
2734,Ezfly,23,791.7699,"30,259,760",11,11,1254
1802,TGI,23,"79,390.038","2,908,060,800",12,9,1255
2025,CSSSC,23,"1,490.1851","281,167,262",0,0,13
5234,DAXIN,23,"9,439.5085","102,715,911",18,5,1253
4909,NEE,23,"2,100.52944","93,356,864",7,16,1253
8478,OceanAlexander,23,"7,379.9432","90,886,276",17,4,1254
3265,WST,23,"4,128.728268","136,261,659",16,6,1254
3450,ELASER,23,"8,128.9998","145,681,382",11,9,1256
6243,ENE,23,"1,705.704","36,322,841",12,9,1255
1264,TEHMAG,23,"11,082.245733","37,064,367",22,0,1254
1441,TAH TONG,23,946.512,"100,800,000",11,10,1255
8421,XYP,23,553.653114,"54,817,140",17,1,1258
4566,GLOBALTEK,23,"3,038.1129","71,823,804",15,7,1035
8420,LAUNCH TECH,23,"1,947.818","50,990,000",18,0,1258
2515,BES,23,"13,441.29322","1,530,899,822",17,6,1253
2387,SUNREX,23,"8,519.2898","196,297,952",14,6,1256
2426,TYNTEK,23,"7,876.2964","300,622,252",17,6,1253
2545,HUANG HSIANG,23,"11,978.6777","327,734,808",19,4,1253
6155,KC,23,"2,101.5764","86,920,392",14,9,1253
3528,ANSTEK,23,"3,169.2045","65,615,966",16,7,1252
4205,CHUNG HWA,23,"11,629.135406","80,701,842",16,7,1253
3317,NIKO-SEM,23,"4,581.61594","61,251,550",10,13,1253
2601,FSC,23,"10,116.7616","834,776,067",9,13,1254
6128,GPI,23,"3,349.185","127,588,740",17,4,1255
6803,ECOVE Corp,23,"16,171.081672","69,111,683",21,1,1254
3388,TTC,23,"5,821.1946","74,061,000",17,5,1254
1460,EVEREST,23,"6,765.82282","694,643,484",17,6,1253
8182,HELE,22,"4,602.772245","107,041,215",14,5,1257
6732,sensortek,22,"28,320.405822","48,912,618",15,4,476
2528,CROWELL,22,"3,951.2445","329,997,409",21,1,1254
8110,WALTON,22,"8,921.4291","521,721,876",16,5,1255
4164,CHC,22,"5,780.51775","157,293,355",12,8,1256
6127,LEATEC,22,"2,707.397763","108,079,751",12,9,1255
2535,DA-CIN,22,"10,238.876","337,360,894",13,8,1255
3579,-,22,-,-,0,0,0
1467,TEX-RAY,22,"2,338.1051","233,624,667",17,4,1255
6120,DARWIN,22,"7,420.93825","665,555,114",13,6,1257
3583,Scientech,22,"5,590.4771","81,139,000",14,6,1256
4114,SYNMOSA,22,"7,202.086692","313,134,204",20,2,1254
6655,KD,22,"6,560.9616","73,968,500",20,1,851
3130,104,22,"5,891.225","33,190,700",13,9,1254
9943,HOLIDAY,22,"9,163.1174","147,317,600",12,7,1257
6698,FINEMAT,22,"2,536.0598","66,389,753",15,3,636
1906,P.L,22,"2,997.35","151,000,000",16,5,1255
6625,Binlive,22,"1,193.6218","44,873,444",18,2,1015
6451,ShunSin,22,"9,693.2528","107,464,800",15,6,1255
1722,TFC,22,"66,542","980,000,000",20,2,1254
3086,WAYI,21,"1,568.9214","19,369,400",10,10,1256
6776,Weblink,21,"3,153.10565","81,581,430",16,2,291
8422,Cleanaway,21,"23,302.032","108,888,000",12,5,1259
3152,ACX,21,"23,672.5566","69,016,200",15,5,1256
3591,EDISON OPTO,21,"2,560.8352","128,207,278",13,8,1255
6201,YAHORNG,21,"3,755.32","89,200,000",17,2,1257
6112,SYSAGE,21,"4,680.15525","188,357,336",15,5,1256
8072,AV TECH,21,"1,876","80,000,000",13,7,1256
3564,AEWIN,21,"1,708.65759","59,123,100",15,4,1257
1723,CSCC,20,"29,257.644","236,904,480",17,3,1256
1566,-,20,-,-,0,0,0
6751,AST,20,751.831,"13,030,000",16,1,373
2911,Les,20,"1,512.50463","184,677,775",14,4,1258
3444,NICHING,20,"1,584.140733","39,114,586",15,3,1258
3705,Y.S.H.,20,"11,589.357","266,422,983",15,4,1257
6469,Great Tree,20,"14,323.805566","70,043,059",16,0,1259
2928,-,20,-,-,13,4,1258
6245,Lanner,20,"5,815.070869","117,003,438",18,2,1256
8463,RTM,20,"4,972.5","150,000,000",7,12,1257
2497,E-LEAD,20,"4,538.0836","118,798,463",14,5,1257
3714,ENNOSTAR,20,"50,023.323","685,251,460",12,6,95
4126,PAHSCO,19,"5,052.96","72,600,000",13,3,1259
6160,Cipherlab,19,"1,236.228616","68,489,120",16,3,1257
3373,Radiant,19,"1,597.393657","43,289,801",13,3,1260
8941,GRAND HALL,19,"1,113.02419","30,410,497",13,5,1258
6123,GrandTech,19,"2,957.775243","59,037,430",14,3,1259
1219,FWUSOW,19,"6,794.4743","322,013,887",12,6,1258
6021,TA CHING,19,"6,599.932246","309,855,974",7,12,1257
3605,ACES,19,"5,807.64275","122,395,884",14,3,1259
1587,CM,19,"1,832.2608","68,624,449",15,2,1259
6568,Rafael Micro,19,"10,424.62968","30,789,120",15,4,1256
5704,Chihpen Royal,19,"1,185.280569","38,861,658",9,8,1259
3594,ARBOR,19,"1,622.394608","73,230,468",18,1,1257
1525,KSC,19,"4,587.5","73,400,135",12,4,1260
2433,HUXEN,19,"7,398.1952","144,496,011",15,4,1257
6190,WONDERFUL,19,"3,432.597924","140,368,537",14,4,1258
6224,PTTC.,19,"10,463.0435","84,721,639",12,3,1261
8091,FB,19,"3,213.119948","45,511,614",15,1,1260
3024,ACTION,19,"3,866.34015","277,157,496",13,3,1260
2012,CHUN YU,19,"8,287.8912","287,774,000",9,7,1260
8349,QST,19,"7,014.263525","118,978,778",10,6,1260
4139,KY M.K.,19,"2,038.140737","42,549,911",15,2,1259
3419,WHAYU,18,"1,933.704","120,480,417",14,2,1260
8431,SPT,18,"2,622.873438","44,455,482",10,7,1259
6582,Shin Foong,18,"19,208.444","106,174,141",11,6,1200
2442,JEAN,18,"2,783.6404","239,969,351",12,5,1259
6664,Group Up,18,"3,597","55,000,000",12,1,880
4989,LCYT,18,"6,429.57","137,776,500",14,1,1260
2505,ky,18,"9,120","380,000,000",15,3,1258
2359,SOLOMON,18,"2,975.02185","171,471,052",10,8,1258
4167,Savior,18,"6,477.825988","316,764,107",12,3,1261
6514,RTI,18,"1,536.787558","30,015,382",14,3,1258
1701,CCPC,18,"6,587.5901","298,081,080",13,5,1258
3556,EETI,18,"4,661.333134","61,252,735",7,11,1258
2428,THINKING,18,"21,779.04","128,112,726",12,3,1261
4130,GBL,18,"2,464.086262","110,003,851",12,6,1258
8080,OST,18,396.312591,"40,316,642",6,12,1258
2038,HAIKWANG,18,"5,927.3328","181,264,522",10,5,1261
2724,FX HOTELS,18,571.051368,"79,312,690",10,7,1259
3558,Senao Networks,18,"4,567.568021","49,060,881",11,5,1260
2461,K LASER,17,"3,302.9124","164,324,631",14,3,1259
9934,GUIC,17,"5,515.7102","358,163,962",11,4,1261
4528,CHF,17,"3,282.462097","76,514,268",7,8,1261
6219,FULL WAN,17,"2,818.497851","154,016,276",9,7,1260
4804,Da Lue,17,394.073425,"45,347,920",12,2,1261
6175,LITON,17,"6,299.362321","142,070,359",10,6,1260
3202,HIGH-TEK,17,"1,487.993849","117,164,870",12,5,1259
6409,VOLTRONIC,17,"142,055.875","87,419,367",12,3,1261
4439,TST Group,17,"4,362.75","31,500,000",14,3,362
9935,CF,17,"3,400.94115","169,623,342",15,2,1259
3426,TSE,17,"1,008.48","26,400,000",15,2,1258
1231,Lian Hwa Foods,17,"13,417.173","201,762,394",8,9,1259
1711,EVERLIGHT,17,"13,995.0636","547,752,226",6,8,1262
8442,WW,17,"2,249.9625","59,999,682",15,2,1110
2459,AUDIX,17,"6,018.915","105,595,615",15,2,1259
5464,LIN HORN,17,"1,698.608611","71,071,490",11,4,1261
2852,FIRST INS,17,"4,005.4679","301,163,784",7,10,1259
8409,EBM,17,510.4,"32,000,000",6,11,1258
2029,SYSCO,17,"10,695.294","321,180,000",5,12,1259
1786,SVBI,17,"3,230.072","66,190,425",12,4,1260
6442,Ezconn,17,0,"69,300,000",11,2,1263
6183,TRADE-VAN,16,"7,515","150,000,000",13,2,1261
4746,FRMSL,16,"7,119.096","120,255,963",9,7,1260
6184,Dafeng TV Ltd.,16,"6,851.359","158,230,657",10,4,1262
4433,Singtex,16,"1,511.806797","46,805,164",11,0,1265
9103,MEDTECS,16,-,"549,411,240",9,5,1262
0050,-,16,-,-,7,8,1264
2509,CHAINQUI,16,"4,131.72","224,550,530",11,4,1261
5011,OFCO,16,"2,326.267111","76,021,801",11,2,1263
2514,LONG BON,16,"7,065.6491","394,729,278",12,4,1260
2736,HOYA,16,788.777366,"48,992,383",8,6,1262
1232,TTET,16,"25,275.892","159,974,915",8,8,1260
2369,LPI,16,"9,578.5704","380,102,344",12,3,1261
2536,Hong Pu,16,"7,238.574","332,808,652",14,1,1261
